[0.00-29.98] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[30.02-31.60] 各位投资先进午安
[2866.22-2869.22] 也就是像我們現在覺得未來農電可能會開放
[2869.22-2871.22] 那我們現在就開始直接看一些農電的一些資訊
[2871.22-2872.22] 那當然現在我們也是會做一些 survey 研究
[2872.22-2873.22] 那我們就等到
[2873.22-2875.22] 到時候如果真的法規開放了
[2875.22-2877.22] 我們就可以在第一時間去catch up這個部分
[2877.22-2879.22] 那所以其實太陽能我覺得還是會持續啦
[2879.22-2881.22] 那我們除了120枚以外
[2881.22-2883.22] 我們現在On-Hand還有一些中小型的案件
[2883.22-2885.22] 還是持續在推進
[2885.22-2887.22] 那這個比較明確的這個MegaWall
[2887.22-2890.22] 我們等比較有進一步的消息的時候再告訴大家
[2890.22-2892.22] 那至於在這一段過程中
[2892.22-2894.22] 因為不論是我們現在120枚
[2894.22-2896.22] 或是我們過往的案件持續到現在
[2896.22-2898.22] 然後或者是甚至是現在
[2898.22-2901.22] 我們要新的圈地其實還是會碰到很多困難
[2901.22-2904.22] 那這個部分我們就請我們的Johnny來回應
[2906.22-2908.22] 就是剛才不是問到那個不友善的環境嘛
[2908.22-2910.22] 其實環境不會不友善
[2910.22-2912.22] 不友善的應該是人
[2912.22-2914.22] 那我還沒講完
[2914.22-2917.22] 我講的是其實所謂的不友善是人
[2917.22-2918.22] 其實很大的原因
[2918.22-2920.22] 我要講的不是特定人
[2920.22-2921.22] 我要講的是一般人
[2921.22-2923.22] 那所謂的一般人的理由就是說
[2923.22-2927.22] 其實很多人對於再生能源的理解能力還不是很了解
[2927.22-2929.22] 所以有些時候會因為反對而反對
[2929.22-2930.22] 因為不懂而反對
[2930.22-2932.22] 跟因為白目而反對那是不一樣的概念
[2932.22-2934.22] 所以我們想要做的是其實
[2934.22-2938.22] 為什麼我們會開始發展跟ESG相關
[2938.22-2940.22] 包含文化 娛樂跟體育
[2940.22-2942.22] 我打個比方來講
[2942.22-2945.22] 其實我們其實最近大家應該有看到我們雲豹有開始
[2945.22-2949.22] 拿下台北市木柵動物園的標案
[2949.22-2952.22] 那在這件事情裡面我們其實感受到一個
[2952.22-2954.22] 當大家認可你的時候
[2954.22-2955.22] 或覺得地方不會影響你的時候
[2955.22-2958.22] 你做光電其實是易如反掌的一件事情
[2958.22-2960.22] 我們透過以前我們在做魚店的事情
[2960.22-2962.22] 我們在做光電共生的時候
[2962.22-2964.22] 我們常常知道要去跟漁民解釋
[2964.22-2966.22] 然後在荒山鳥梁的地方
[2966.22-2968.22] 可以養魚的地方去解釋
[2968.22-2969.22] 光電到底帶給他們多大的效益
[2969.22-2971.22] 坦白說事不關己己不操心
[2971.22-2973.22] 如果你不是漁民你不是在地
[2973.22-2976.22] 你不會有對這個案場的發展有任何感受
[2976.22-2979.22] 但是當我們在發展地方娛樂
[2979.22-2980.22] 跟地方文化
[2980.22-2982.22] 跟地方教育相關的時候
[2982.22-2984.22] 地方是主動積極來協助
[2984.22-2987.22] 好比說我們在雲豹能源參與木柵動物園
[2987.22-2989.22] 大家問說幹木柵動物園幹雲豹什麼事
[2989.22-2991.22] 就不是因為雲豹兩個字就要弄木柵動物園
[2991.22-2993.22] 但我們要講的是
[2993.22-2997.22] 因為我們其實是藉由木柵動物園的BOT的案件
[2997.22-2999.22] 我們有娛樂的部分發展
[2999.22-3000.22] 娛樂樂園的部分
[3000.22-3003.22] 那我們在地方上面利用相對的空地
[3003.22-3006.22] 做光電大棚來架設停車場
[3006.22-3010.22] 當地方知道地方是要蓋魚店共生
[3010.22-3012.22] 是指娛樂加綠店的時候
[3012.22-3015.22] 地方的興趣是比以往的來得高
[3015.22-3017.22] 里長們也會主動來協助
[3017.22-3019.22] 曾幾何時他會覺得太陽光電
[3019.22-3021.22] 有什麼不良的因素
[3021.22-3024.22] 在此時此刻他完全認為太陽光電沒有毛病
[3024.22-3027.22] 可以遮風擋雨幫他的車子降溫
[3027.22-3029.22] 他什麼話都講得出來
[3029.22-3033.22] 基本上這個就是當你在做相對應解釋的時候
[3033.22-3037.22] 你不需要花任何的抗性跟力量去跟他們說明
[3037.22-3040.22] 其實你只要把對他們有益的事情帶給他們
[3040.22-3042.22] 對他們相關有益的知識帶給他們
[3042.22-3047.22] 所以對我來說我並不從來不覺得環境是不友善的
[3047.22-3049.22] 人只要能夠溝通
[3049.22-3051.22] 或找到對的方式去溝通
[3051.22-3053.22] 一樣可以發光發熱
[3053.22-3056.22] 所以這是我們新的魚店的解釋
[3056.22-3058.22] 再強調的是娛樂加綠店
[3058.22-3061.22] 這是我們取代過往魚店的共生
[3061.22-3063.22] 謝謝
[3063.22-3065.22] 謝謝Johnny的詳細說明
[3065.22-3068.22] 下兩個投資人的提問大概是這樣子
[3068.22-3072.22] 第一個光電120MW
[3072.22-3077.22] 海外200MW的案場大約會幾年內完工
[3077.22-3078.22] 另外另外一個問題是說
[3079.22-3082.22] 是會採取完工比例法認列嗎
[3082.22-3085.22] 下一個問題是在海外布局的優勢
[3085.22-3088.22] 我們的優勢我們自認為的優勢是什麼
[3088.22-3091.22] 會自己施工還是發包給國外同業
[3091.22-3094.22] 還是認列EPC的營收嗎
[3100.22-3102.22] 我剛再補充一下我們的魚店
[3102.22-3104.22] 娛樂加光電
[3104.22-3106.22] 我們除了木柵動物園
[3106.22-3108.22] 大家應該還記得我們還有一個航空城吧
[3108.22-3109.22] 剛剛
[3109.22-3111.22] 他忘了我幫他補充一下
[3111.22-3113.22] 航空城也是一個非常好的案例
[3113.22-3115.22] 就是我們的魚家店這樣子
[3115.22-3117.22] 所以我們其實會有不同種魚店
[3117.22-3120.22] 我們接下來還是看放眼其他的部分
[3120.22-3122.22] 好回到現在這一題
[3122.22-3125.22] 我先講一下國內的這120MW
[3125.22-3128.22] 國內這120MW基本上我們應該會還是會採取
[3128.22-3131.22] 跟之前就是北門的狀況一樣
[3131.22-3133.22] 我們會找投資人進來
[3133.22-3137.22] 所以工程上來講施工會是雲包這邊來施工
[3137.22-3138.22] 一樣就是我們會採完工比例法認列嗎
[3138.22-3140.22] 我們會採完工比例來認列
[3140.22-3142.22] 那因為是Q3左右開工嘛
[3142.22-3147.22] 所以其實基本上下半年就會有這個工程營收的這個展現
[3147.22-3150.22] 那雖然沒問到土出能讓我一樣講一下
[3150.22-3151.22] 來寶也是一樣的狀況
[3151.22-3152.22] 我們也是接工程
[3152.22-3154.22] 所以也是完工比例認列
[3154.22-3157.22] 所以水處理的部分也是完工比例認列
[3157.22-3160.22] 所以基本上如果我們是我們做工程的話
[3160.22-3163.22] 都會是這個完工比例來做
[3163.22-3166.22] 那這120MW大概什麼時候可以併完呢
[3166.22-3167.22] 我估計大概一年一年吧
[3168.22-3172.22] 大概一年半抓到可能2026年底
[3172.22-3175.22] 那可能會有一些會還是會到2027年
[3175.22-3177.22] 因為根據我們就是北門的經驗
[3177.22-3181.22] 其實一個案場從興建併往
[3181.22-3184.22] 併往後到總驗收完可能還要一到兩年的時間
[3184.22-3187.22] 所以其實這個營收的時間會拖得很長
[3187.22-3189.22] 它會從2025 2026 2027
[3189.22-3193.22] 甚至有可能到2028它都會有一些些許的營收產生
[3193.22-3196.22] 所以但主要大宗可能八成九成會在2026年這邊會認可的
[3196.22-3197.22] 所以那就是我們現在的一個個案場
[3197.22-3202.22] 那當然到2027 2028就會剩下最後的可能15%
[3202.22-3203.22] 會是比較少的部分
[3203.22-3207.22] 但就我們的經驗來講是不太可能一年說併完
[3207.22-3208.22] 併完完就是全部認完
[3208.22-3211.22] 因為其實會有很多就是需要繼續去調整的地方
[3211.22-3217.22] 所以這個是在這個國內的120MW的部分
[3217.22-3218.22] 那國外的我先講一下
[3218.22-3220.22] 然後等一下可能Kai再幫我補充
[3220.22-3223.22] 那以國外來講其實要看你當地的狀況
[3223.22-3225.22] 每個國家不太一樣
[3225.22-3226.22] 那像我們比如說在菲律賓的工程上
[3226.22-3230.22] 其實我們基本上工程不太可能是我們自己做
[3230.22-3232.22] 一定都是為當地的團隊去做
[3232.22-3234.22] 那如果在一些適合的情況下
[3234.22-3238.22] 我們可能會有機會可以認定一些工程收入
[3238.22-3240.22] 但因為有些工程在某些國家是會被受限制
[3240.22-3242.22] 你是不能夠自己做的
[3242.22-3245.22] 所以那這個情況下我們可能就無法認定工程收入
[3245.22-3250.22] 所以其實在國外的部分就是每一個國家其實狀況會有一點點不一樣
[3250.22-3254.22] 那就像以儲能為例我們現在是比較小的project
[3254.22-3256.22] 那我現在是自己用的工程
[3256.22-3258.22] 那我自己持有
[3258.22-3260.22] 那我持有的話我的施工就不能認工程收入
[3260.22-3262.22] 但如果我賣掉了
[3262.22-3265.22] 我就可以認等比一的工程收入
[3265.22-3267.22] 所以這個數字上就會浮動的比較大
[3267.22-3270.22] 那也要看我們就是暗場的一些情況
[3270.22-3272.22] 所以其實這個國外的部分
[3272.22-3276.22] 就基本上我們可以先暫時不認為它有工程收入
[3276.22-3279.22] 會比較不會讓大家失望
[3279.22-3281.22] 要不然我現在說了有200萬的工程收入
[3281.22-3283.22] 大家可能對我的營收又會有非常多的期待
[3283.22-3286.22] 但可能我們基本上是會先不認
[3286.22-3288.22] 但如果真的有機會能認
[3288.22-3290.22] 我們一定會再跟他分享給投資法人
[3293.22-3295.22] 所以我也補充一下
[3295.22-3297.22] 這也是過去這幾年我們一直在強調的
[3297.22-3301.22] 我們這個行業其實不是製造業
[3301.22-3304.22] 因為以往大家追營收追很緊的目的
[3304.22-3307.22] 其實最終目的是想要推出獲利
[3307.22-3309.22] 獲利才是重點
[3309.22-3312.22] 但對我們來說如果假設舉例來說我到了菲律賓
[3312.22-3314.22] 我發包給當地的人做
[3314.22-3316.22] 然後成本壓到最低的程度的話
[3316.22-3319.22] 然後我投資時有穩定收入賺的錢
[3319.22-3323.22] 或是我蓋完之後賣給別人賺的一次性的收入
[3323.22-3327.22] 對我來說其實在我的心中是我的本業收入
[3327.22-3334.22] 但是我們不覺得不需要硬是沒有營收去做出營收
[3334.22-3338.22] 所以有時候可能會有顧慮一定要營收
[3338.22-3340.22] 就要在當地再多加一個公司
[3340.22-3341.22] 硬是要過一手
[3341.22-3346.22] 但站在我的立場其實應該是最原始的程序來講
[3346.22-3348.22] 就是要先取得最好的獲利
[3348.22-3350.22] 才是公司最大的績效跟目標
[3350.22-3352.22] 所以會想要分享的是
[3352.22-3356.22] 其實尤其跨出台灣之後
[3356.22-3357.22] 重點還是賺多少錢
[3357.22-3360.22] 而不是是那個當地營收有多少
[3360.22-3364.22] 因為其實你跨出國外硬是要說我在當地要做工程
[3364.22-3367.22] 要有營收其實也是非常不合理的
[3367.22-3371.22] 但也因為這樣子可能就會變成是業外收入
[3371.22-3372.22] 看起來是業外收入
[3372.22-3374.22] 在會計報表上來說
[3374.22-3375.22] 除非在當地
[3376.22-3377.22] 我們是成立自己的公司
[3377.22-3378.22] 全部工程自己做
[3378.22-3381.22] 且那個案場不是我們持有的話
[3381.22-3383.22] 才會認到營收
[3383.22-3385.22] 但有沒有機會是有機會的
[3385.22-3388.22] 有些國家我們是會去佈局
[3388.22-3390.22] 自己整體來做
[3390.22-3393.22] 但大部分如果當地的成本已經很低
[3393.22-3395.22] 已經做得非常有競爭力的話
[3395.22-3398.22] 我們是不傾向硬要做出營收
[3398.22-3400.22] 或是硬要做設備買賣
[3400.22-3403.22] 或硬要蓋一個一批次同胞在上面
[3403.22-3405.22] 但事實上事情也是當地人在做
[3406.22-3408.22] 所以希望各位先進的了解之後
[3408.22-3411.22] 可能會有蠻多的獲利是有
[3411.22-3415.22] 但是不見得一定是展現在營收上
[3415.22-3416.22] 謝謝
[3416.22-3418.22] 好 謝謝
[3418.22-3420.22] 看來跟舒明的詳細解釋
[3420.22-3422.22] 下兩個問題大概是這樣子
[3422.22-3427.22] 第一個是明年太陽能跟儲能開工的目標為何
[3427.22-3429.22] 以及下一個問題是
[3429.22-3434.22] 資產管理公司將如何帶來獲利
[3436.22-3439.22] 好 那
[3439.22-3443.22] 所以是問明年開工的儲能跟太陽能的
[3443.22-3445.22] 明年2026年
[3445.22-3446.22] 2026好不好
[3446.22-3448.22] 好
[3448.22-3450.22] 其實我們要說
[3450.22-3454.22] 其實因為每一個案子開發都需要蠻長的時間
[3454.22-3457.22] 所以其實我們現在能看到的就是
[3457.22-3459.22] 我們現在這兩個120枚都還沒開工
[3459.22-3461.22] 所以我們現在能看的就是
[3461.22-3463.22] 這一兩個120枚我們在年底
[3463.22-3464.22] 然後第三季我們陸續開工的時間是多少呢
[3464.22-3465.22] 然後第三季我們陸續開工的時間是多少呢
[3465.22-3470.22] 其實我們明年一整年其實會是比較focus在這兩個案件啦
[3470.22-3472.22] 那當然持續其他還有一些project
[3472.22-3473.22] 我們持續在cooking中
[3473.22-3475.22] 三五十一百枚也有
[3475.22-3478.22] 但這個會不會在明年可以開工我們不敢保證
[3478.22-3479.22] 但所以其實對我們來講
[3479.22-3481.22] 可能我們明年現在開工的
[3481.22-3482.22] 我們目前小案子我就先不記
[3482.22-3483.22] 大案子不會有
[3483.22-3485.22] 因為大案子就是我們這120枚
[3485.22-3487.22] 其實它持續的工資就要到一年一年半
[3487.22-3490.22] 但是到2027陸續
[3490.22-3491.22] 我覺得到明年的話
[3491.22-3493.22] 就是因為我們案子持續在推進
[3493.22-3494.22] 我們持續在收地上
[3494.22-3495.22] 剛剛說的
[3495.22-3496.22] 我們其實持續在收地
[3496.22-3498.22] 法規現在有沒有一些變動
[3498.22-3500.22] 其實也不確定什麼時候會announce
[3500.22-3501.22] 或什麼時候會出來
[3501.22-3503.22] 所以我們只能說這陸上我們持續走
[3503.22-3506.22] 但這120枚是足以讓我吃兩年
[3506.22-3508.22] 都沒有辦法真的把它全部做完啦
[3508.22-3510.22] 那我們持續在看
[3510.22-3511.22] 那手上大案件有
[3511.22-3512.22] 那我們還在cooking中
[3512.22-3516.22] 那可能最快可能也是2026才有可能會開工
[3516.22-3519.22] 對 然後所以數字可能就是會在讓
[3519.22-3521.22] 就之後更明朗的時候
[3521.22-3523.22] 我們會再公布給各位投資先進
[3523.22-3524.82] 那儲能的部分
[3525.22-3530.22] 對 所以我把當地再重說一次
[3530.22-3532.22] 所以其實再生能源的工程
[3532.22-3534.22] 工進其實是比較快的啦
[3534.22-3539.22] 太陽能跟儲能其實施工速度其實也是快
[3539.22-3541.22] 一年一年半可以完工
[3541.22-3544.22] 但是lead time也沒有那麼那麼久
[3544.22-3546.22] 所以其實現在是今年年初
[3546.22-3548.22] 看到今年開工是ok的
[3548.22-3551.22] 但明年開工的案子比較看不到
[3551.22-3553.22] 比較看不到不是代表沒有
[3553.22-3555.22] 而是今年陸續拿到許可之後
[3555.22-3557.22] 那就比較才會看得到明年開工的
[3557.22-3559.22] 也就是說這中文有點老
[3559.22-3562.22] 現在有許可的今年就能看到開工了
[3562.22-3565.22] 所以所以lead time比較看不了那麼遠啦
[3565.22-3568.22] 所以明年開工的案件可能要等到我們今年下半年
[3568.22-3572.22] 才能跟大家來分享這些資訊
[3572.22-3574.22] 那資產管理的部分就像剛剛提到的
[3574.22-3577.22] 借由maybe是我們自己的資金
[3577.22-3579.22] 或是受險或其他長期投資人資金
[3579.22-3582.22] 取得國內或國外的asset之後
[3582.22-3585.02] 第一個是這個management fee
[3585.22-3587.22] 就像基金經理人一樣
[3587.22-3589.22] 那其他的就會展現在不同的啦
[3589.22-3592.22] 可能是綠電他就到mebithen的那邊
[3592.22-3594.22] 可能是微運那邊是另一個收入
[3594.22-3596.22] 謝謝
[3596.22-3598.22] 謝謝Kai跟書明的解釋
[3598.22-3602.22] 下一個投資人提問是有關菲律賓的案場
[3602.22-3606.22] 菲律賓的案子我們大概持股比例為多少
[3606.22-3608.22] 後續的售電我們可以認嗎
[3608.22-3612.22] 那另外ASP毛利率大概是怎麼樣的情況
[3615.22-3617.22] 那這一題我們請Kai回答
[3620.22-3623.22] 因為我們在菲律賓現在是幾個佈局啦
[3623.22-3626.22] 第一個我們有投一個當地的EPC公司
[3626.22-3628.22] 就收了NRG
[3628.22-3631.22] 那佔了他一部分的持股
[3631.22-3634.22] 對但我們最近也沒有持股
[3634.22-3638.22] 然後另外有合資一個platform
[3638.22-3641.22] 來一起持有菲律賓太陽能的案件
[3641.22-3644.22] 有屋頂型或是之後地面型的
[3644.22-3646.22] 所以就像剛剛提到的
[3646.22-3649.22] 持有如果最後蓋完
[3649.22-3651.22] 後代身上的話
[3651.22-3653.22] 他就是變每年每年的fixing account
[3653.22-3658.22] 但是如果是蓋完之前或蓋完之後
[3658.22-3659.22] 賣掉的話
[3659.22-3663.22] 那他可能就會有不論是開發費或是one off的收入
[3663.22-3667.22] 但目前還沒有很明確一定往哪個方向走
[3667.22-3670.22] 那基本上我們就是邊走邊看
[3670.22-3672.22] 然後如果有很好價錢賣
[3672.22-3673.22] Maybe我們賣
[3673.22-3674.22] 那如果持有很明確
[3674.22-3675.22] 我們就沒必持有
[3675.22-3677.22] 那如果講到菲律賓的報酬率
[3677.22-3680.22] 其實菲律賓報酬率是蠻好的
[3680.22-3683.22] 第一個菲律賓的太陽比台灣大
[3683.22-3687.22] 然後菲律賓的造價比台灣便宜的超級多
[3687.22-3690.22] 可能我順便一個50%好了
[3690.22-3692.22] 那所以在這個前提之下
[3692.22-3694.22] 造價便宜很多
[3694.22-3696.22] 太陽又比較大的前提之下
[3696.22-3699.22] 其實菲律賓的毛利率其實是非常好的
[3699.22-3701.22] 謝謝
[3701.22-3703.22] 好 謝謝Kyle的說明
[3703.22-3706.22] 那最後我這邊在現場投身提問
[3706.22-3708.22] 大概有兩個有關財務的問題
[3708.22-3710.22] 第一個問題是
[3710.22-3714.22] 請問雲報能源未來的鼓勵政策
[3714.22-3718.22] 以及決定配發所考量的主要因素為何
[3718.22-3720.22] 另外一個題目是
[3720.22-3721.22] 除了天然之外
[3721.22-3727.22] 台普及偉盛也有進入資本市場的計畫嗎
[3727.22-3729.22] 那預計的時程為何
[3729.22-3732.22] 好那這一題我們請那個我們林大翔
[3732.22-3734.22] 財務部的林大翔
[3734.22-3735.22] 財務部的林大翔
[3735.22-3736.22] 財務部的林大翔
[3736.22-3737.22] 那各位投資先進好
[3737.22-3739.22] 那第一個問題在鼓勵政策的部分
[3739.22-3741.22] 我們已經在3月的董事會有發放
[3741.22-3745.22] 決議通過我們2024年配發先進鼓勵是總共6.82億
[3745.22-3747.22] 那配發率就是六成
[3747.22-3750.22] 那每股算起來的話就是五塊的現金鼓勵
[3750.22-3752.22] 那為我們的鼓勵政策
[3752.22-3756.22] 其實我們就是會確保我們公司有足夠的流動性
[3756.22-3758.22] 跟維持資產負債表的穩健
[3758.22-3762.22] 然後也是考量當年度的資本支出的計畫
[3762.22-3764.22] 資幣購等機會
[3764.22-3767.22] 然後在這些前提之下來盡可能的回饋股東
[3767.22-3770.22] 然後提供很好的有值利率
[3770.22-3774.22] 那原則上我們希望都配發率都能夠保持在六成以上
[3774.22-3776.22] 然後這是鼓勵的部分
[3776.22-3780.22] 那第二個就是公司這個進入資本市場計畫的部分
[3780.22-3782.22] 那其實我們發展這麼多年來
[3782.22-3786.22] 發現其實在這個行業其實人才是我們覺得是最重要的
[3786.22-3788.22] 一個資產我們的資產啦
[3788.22-3791.22] 那為了我們要吸引新的人才以及保留
[3791.22-3792.22] 既有優秀的資產
[3792.22-3796.22] 我們確實就是會把這些適合IPO的公司
[3796.22-3798.22] 就是逐一的投入資本市場
[3798.22-3802.22] 那天能的話已經在我們雲報去年的董事會的時候
[3802.22-3803.22] 已經有通過事故了
[3803.22-3807.22] 那希望今年能夠持續的往下推進
[3807.22-3812.22] 那台普維根維生的話確實現在也有在密切的評估跟規劃當中
[3812.22-3816.22] 那也跟券商保持密切的討論
[3816.22-3820.22] 就是留意資本市場的狀況也會在最適合的時候
[3820.22-3822.22] 來向各位投資先進
[3822.22-3824.22] 那我現在就先把這個報告結束了
[3824.22-3825.22] 謝謝
[3825.22-3827.22] 好謝謝大翔的解釋
[3827.22-3829.22] 也謝謝所有管理團隊的時間
[3829.22-3831.22] 因為今天由於時間的緣故
[3831.22-3833.22] 法說會可能到此先暫時結束
[3833.22-3837.22] 那謝謝各位媒體及投資先進的參與
[3837.22-3838.22] 如果您還有其他問題
[3838.22-3841.22] 歡迎隨時聯絡雲報能源發言人窗口
[3841.22-3843.22] 謝謝大家的時間
[3843.22-3844.22] 謝謝
