[0.00-1.40] 各位來賓大家好
[2939.68-2942.68] 尤其是在市场上的角逐里面
[2942.68-2945.68] 是事后才能够看到的数字
[2945.68-2946.68] 那这个部分来讲
[2946.68-2948.68] 就像我刚刚讲的
[2948.68-2949.68] 非常非常
[2949.68-2952.68] 有很多是越忙越穷的
[2952.68-2955.68] 所以我们都尽量的能够希望
[2955.68-2958.68] 在整个流程上能够尽量合理化
[2958.68-2961.68] 让我们的人可以越简单
[2961.68-2963.68] 但其实这才是最大的一个挑战
[2963.68-2965.68] 因为一般的人不喜欢简单
[2965.68-2969.68] 一简单会觉得日子会变得很boring
[2969.68-2973.68] 就好像我们经营上谈稳定
[2973.68-2976.68] 很多业界朋友都说我们没有出息
[2976.68-2978.68] 不长进不积极
[2978.68-2979.68] 在那边混日子
[2979.68-2981.68] 没有关系
[2981.68-2983.68] 我觉得这种修为
[2983.68-2985.68] 对我们来讲比较实在一点
[2985.68-2987.68] 稳定对我们来讲还是非常重要的
[2988.68-2991.68] 所以我希望我刚刚这个
[2991.68-2995.68] 不太像答案的答案能够
[2995.68-2997.68] 让你能够有一些理解
[2997.68-2998.68] 好谢谢
[2998.68-2999.68] 好的
[2999.68-3002.68] 请线上主持人再接入下一位提问者
[3002.68-3005.68] 下一位提问的是
[3005.68-3007.68] Celsa LC Shane
[3007.68-3008.68] 请提问
[3008.68-3010.68] 管理层好
[3010.68-3013.68] 我这边想请教主要也是
[3013.68-3015.68] 中控这边问题
[3015.68-3017.68] 主要自己在这个产营上
[3017.68-3020.68] 因为去年我们产营其实表现非常的亮眼
[3020.68-3022.68] 有一个双位数的增长
[3022.68-3025.68] 那不仅仅是有堂茶无堂茶
[3025.68-3028.68] 去年开始也有不错的贡献
[3028.68-3030.68] 那今年的话我们在产营这边
[3030.68-3033.68] 是就是有一些怎么样的策略
[3033.68-3036.68] 然后怎么样去把握这个投入的力度
[3036.68-3038.68] 包括就是资源分配上
[3038.68-3041.68] 可能在有堂茶和无堂茶之间
[3041.68-3046.68] 怎么样平衡对那个管理层给我们解答一下
[3046.68-3047.68] 谢谢
[3047.68-3048.68] 谢谢
[3048.68-3050.68] 今年中国大陆开始
[3050.68-3053.68] 可能从去年两年前就开始
[3053.68-3055.68] 所谓流行所谓的无堂茶
[3055.68-3059.68] 其实无堂茶在茶的工艺里面是非常
[3059.68-3061.68] 非常挑战的一个部分
[3061.68-3066.68] 因为加了糖会分散你的注意力
[3066.68-3069.68] 你会被甜的感觉去引获
[3069.68-3073.68] 就像做鸡汤一样
[3073.68-3076.68] 好的鸡汤是看不到一点鸡肉的
[3076.68-3078.68] 这个才是非常困难
[3078.68-3082.68] 所以无堂茶其实没有大家想的那么简单
[3082.68-3088.68] 那我们还是觉得产品才是所有营销活动里面的真正主角
[3088.68-3091.68] 所有的推广活动所有的一些刺激
[3091.68-3095.68] 它都必须要经过时间的考验
[3095.68-3099.68] 那最后还能够真正存在的就是一个口碑
[3099.68-3102.68] 那口碑的话就是有你的产品力来讲
[3102.68-3105.68] 所以同样一排无堂茶摆在一起
[3105.68-3108.68] 你要慢慢地喝还是可以喝出来一些味道
[3108.68-3112.68] 但是这些味道里面后面可能对于研发的能力来讲
[3112.68-3117.68] 它可能要花好几年的时间才能做有点小小的突破
[3117.68-3121.68] 这种情况特别是在电商的业务上会特别明显
[3121.68-3125.68] 因为电商它是无接触的一个销售行为
[3125.68-3128.68] 所以电商的产品要能够持久
[3128.68-3130.68] 到最后一定就是要靠口碑
[3130.68-3132.68] 还有消费者的体验
[3132.68-3135.68] 它不像我们到实体通路上有时候
[3135.68-3138.68] 旁边的小姐来给你刺激一下
[3138.68-3140.68] 送你一个娃娃头
[3140.68-3143.68] 你就不小心就买了一个你可能不想要的东西
[3143.68-3145.68] 电商不会有这个东西
[3145.68-3147.68] 电商还有退货的机制
[3147.68-3149.68] 所以你的商品努力在长期
[3149.68-3151.68] 如果经不起考验的话
[3151.68-3153.68] 你是没办法生存的
[3153.68-3155.68] 所以在这种情况下来讲的话
[3155.68-3157.68] 只有不断地在产品研发上面
[3157.68-3160.68] 不断地努力努力继续在努力这样子
[3160.68-3163.68] 所以您刚刚提到说这两年
[3163.68-3165.68] 我们在茶的上面来讲
[3165.68-3167.68] 我们的成绩
[3167.68-3169.68] 我们集团在茶饮料上面来讲
[3169.68-3172.68] 本身的基础就不错
[3172.68-3175.68] 所以在这些发展上面来讲的话
[3175.68-3178.68] 我们就可以有相当好的一个条件
[3178.68-3180.68] 但是这也不能自满
[3180.68-3186.68] 还是有很多的地方需要去努力
[3186.68-3190.68] 怎么样让无糖的茶喝起来更顺口
[3190.68-3193.68] 更重要的是摆了一段时间以后
[3193.68-3195.68] 还可以同样的顺口
[3195.68-3197.68] 就非常非常大的一个挑战
[3197.68-3200.68] 那我们还在不断的努力中
[3200.68-3201.68] 好谢谢
[3201.68-3203.68] 请问线上主持人
[3203.68-3206.68] 线上是否还有需要提问的投资先进
[3206.68-3207.68] 是的
[3207.68-3211.68] 我们有下一位海通张怡萱请提问
[3211.68-3215.68] 罗董事长好
[3215.68-3216.68] 管理层好
[3216.68-3219.68] 我是海通证券的飞机师张怡萱
[3219.68-3221.68] 也是很高兴有这样一个提问机会
[3221.68-3223.68] 然后还是主要想问几个
[3223.68-3225.68] 关于咱们中共这边的问题
[3225.68-3227.68] 饮料业务的相关问题
[3227.68-3231.68] 也是非常想听听董事长的一个智慧和见解的一个分享
[3231.68-3234.68] 然后第一个问题就是还是在于
[3234.68-3237.68] 就是这几年也遇到茶饮料这一块
[3237.68-3241.68] 过去几年其实大陆的无糖茶确实也是发展很快
[3241.68-3244.68] 像去年董事长也是提到这个千坟大雨
[3244.68-3248.68] 然后我们中共这边去年也是奋起之追
[3248.68-3250.68] 也是取得了比较好的一个成果
[3250.68-3254.68] 包括今年整个25年其实无糖茶产品线也是有一些扩容啊
[3255.68-3259.68] 然后一方面确实我们统一中共在绿茶品类
[3259.68-3261.68] 其实还是有一个很强的品牌运资
[3261.68-3266.68] 然后另外一方面看到整个大陆现在无糖茶还是非常的一个内卷的一个态势
[3266.68-3268.68] 就想请教一下董事长
[3268.68-3271.68] 我们去年其实卖出了无糖茶的一大部分
[3271.68-3275.68] 那么今年和明年我们这个无糖茶是希望怎么走这个步伐
[3275.68-3278.68] 是希望比较平稳还是小步快跑
[3278.68-3280.68] 还是希望可以比较大步流行
[3280.68-3284.68] 然后刚刚其实董事长也提到这个无糖茶是一个很拼内功的一个产品
[3285.68-3288.68] 就是能不能请董事长也介绍分享一下
[3288.68-3292.68] 就是这几年我们在无糖茶的内功这一块有哪些进步
[3292.68-3296.68] 对这是第一个问题要么是要么先请董事长介绍一下
[3296.68-3299.68] 然后我后面几个问题再提出来
[3299.68-3303.68] 好我先回答您刚刚那个问题就是关于茶饮料来讲
[3303.68-3309.68] 现在茶饮料真的是大概是雷震雨下的是倾盆大雨一样
[3309.68-3312.68] 所以这个东西我记得以前也跟您报告过
[3312.68-3314.68] 其实无糖茶
[3315.68-3319.68] 这个市场来讲是我们第一个推出的
[3319.68-3321.68] 我们在2006年就推出了
[3321.68-3327.68] 但问题是市场太寂寞人也变得很寂寞所以就没做下去
[3327.68-3332.68] 一直到去年突然发现天在下大雨的时候我们身上是干的很可惜
[3332.68-3336.68] 所以不是我们的产品有问题是我们自己的修养出了问题
[3336.68-3339.68] 那这个部分来讲的话就是我刚刚讲的
[3339.68-3343.68] 在中国大陆的市场里面这么大的一个市场里面
[3343.68-3345.68] 恒星跟红星
[3345.68-3349.68] 这种耐力是一个很重要的一个元素
[3349.68-3351.68] 那这两个跟专业都没有关系
[3351.68-3353.68] 这个是个人修为的问题
[3353.68-3355.68] 那这种情况下来讲的话
[3355.68-3358.68] 我们在茶饮料上面来讲
[3358.68-3362.68] 我们在台湾的根基本来就有相当的根基
[3362.68-3365.68] 所以现在永远也不嫌晚
[3365.68-3367.68] 现在在努力的去追赶中
[3367.68-3371.68] 当然在无糖茶里面就像我刚刚所报告的一样
[3371.68-3373.68] 在公益上面来讲
[3373.68-3377.68] 以前我们可以用调味或者用糖
[3377.68-3381.68] 去掩盖一些我们技术上不足的地方
[3381.68-3385.68] 现在是真金白银就什么都没有了
[3385.68-3388.68] 就像不化妆一样素颜那很可怕
[3388.68-3391.68] 那就是真的要很好要天生立直
[3391.68-3394.68] 那这个就真的需要好好的去练功
[3394.68-3396.68] 那这个部分来讲的话
[3396.68-3398.68] 我们有相当的优势
[3398.68-3400.68] 但是我们也发现不足的地方也有很多
[3400.68-3402.68] 那所以这个部分我们还是继续的会
[3402.68-3404.68] 会去发展
[3404.68-3408.68] 那您刚刚讲这些形容词我不太清楚
[3408.68-3411.68] 因为每一个人的标准不得一样
[3411.68-3414.68] 对我们来讲就是稳定这两个字
[3414.68-3417.68] 那有人把稳定变成小小碎步
[3417.68-3418.68] 有的人是积极前进
[3418.68-3420.68] 有的人是徐步向前
[3420.68-3424.68] 那我不晓得您的期望值是怎样
[3424.68-3427.68] 那还是回到我刚刚的一个总结
[3427.68-3430.68] 就是我希望我们的组织
[3430.68-3432.68] 每一年大概可以保持
[3432.68-3436.68] 6到8个百分比的一个
[3436.68-3438.68] 过去可能会说12个百分比
[3438.68-3440.68] 但我现在觉得整个大环境下
[3440.68-3444.68] 12个百分比可能也太积极了一点
[3444.68-3445.68] 也许不需要这样子
[3445.68-3447.68] 我们调整到6到8个百分比
[3447.68-3448.68] 这很稳健
[3448.68-3450.68] 那超过8个百分比呢
[3450.68-3452.68] 如果是真的很健康的
[3452.68-3454.68] 那我们就来专案处理
[3454.68-3455.68] 那正常情况下
[3455.68-3459.68] 我们就把它维持在这个很稳健的一个进步
[3459.68-3461.68] 因为我们的分母会越来越大
[3461.68-3465.68] 假设我们很稳健的成长的话
[3465.68-3467.68] 哪怕5个百分比
[3467.68-3469.68] 一年所能够创造的绝对值
[3469.68-3471.68] 也是相当可观的
[3471.68-3472.68] 但更重要的是
[3472.68-3475.68] 你所创造出来的增加的这个分母
[3475.68-3479.68] 它是不是好的品质
[3479.68-3480.68] 这个是比较重要
[3480.68-3482.68] 所以这个是我们所努力的
[3482.68-3486.68] 那我不知道这个稳定的定义
[3486.68-3489.68] 是不是符合您的期待
[3489.68-3490.68] 好 谢谢
[3490.68-3492.68] 好的 那现场就
[3492.68-3493.68] 谢谢罗董事长
[3493.68-3494.68] 非常清楚
[3494.68-3497.68] 对 然后我还有两个问题再提一下
[3497.68-3499.68] 就是除了无糖茶之外
[3499.68-3501.68] 这几年也是看到大陆市场
[3501.68-3503.68] 这个植物茶饮料
[3503.68-3504.68] 似乎在加速
[3504.68-3507.68] 包括像大麦茶 养生茶这些的
[3507.68-3509.68] 包括各种的这种百分之百的纯果汁
[3509.68-3511.68] 市场的声浪也在放大
[3511.68-3513.68] 然后咱们统一中共
[3513.68-3517.68] 一直也是有这个百分之百NFC的果汁
[3517.68-3520.68] 然后我们集团体系上也是有这个熊几
[3520.68-3521.68] 养生茶
[3521.68-3523.68] 我不知道就是董事长怎么看
[3523.68-3526.68] 这个植物机这一块的一个饮料的发展
[3526.68-3528.68] 然后包括我们中共未来
[3528.68-3531.68] 会不会引入养生茶这个产品
[3531.68-3533.68] 对 然后另外一个就是顺便也接着问了
[3533.68-3536.68] 就是这几年过去大家似乎很担心
[3536.68-3540.68] 这个无糖会分流掉这个有糖饮料的一个增长
[3540.68-3543.68] 但是从过去两年看起来似乎并不是这样的
[3543.68-3547.68] 包括我们自己的有糖茶饮料也是增长很快
[3547.68-3549.68] 然后包括看到去年下半年其实
[3550.68-3552.68] 这个可乐啊碳酸也在复苏
[3552.68-3555.68] 所以说也想听听就是董事长对于
[3555.68-3558.68] 就是我们未来有糖饮料的这样一个看法
[3558.68-3560.68] 包括未来我们有糖饮料
[3560.68-3563.68] 进一步继续保持一个比较好的一个增长空间
[3563.68-3564.68] 在哪方面
[3564.68-3565.68] 谢谢董事长
[3565.68-3567.68] 好你刚刚我先回答你关于有糖跟无糖
[3567.68-3569.68] 我觉得这个基本上来讲
[3569.68-3571.68] 它是青菜萝卜各取所好
[3571.68-3574.68] 所以现在虽然市场上很流行无糖茶
[3574.68-3578.68] 但是我们去观察一下
[3578.68-3580.68] 整个糖的用量
[3580.68-3582.68] 其实这也不只是某一个市场
[3582.68-3584.68] 是全世界
[3584.68-3587.68] 现在大家都在谈什么养生啊健康什么东西
[3587.68-3589.68] 但是大家会不会很好奇
[3589.68-3592.68] 全世界糖的用量还在不断的在增加
[3592.68-3594.68] 那请问到哪里去了
[3594.68-3597.68] 所以这个东西就是常常我们
[3597.68-3601.68] 一个盲点就是当我们发现一件事情的时候
[3601.68-3604.68] 我们会把其他存在的事情都暂时抹杀掉
[3604.68-3607.68] 所以我个人的认为是各有赛道
[3607.68-3610.68] 它中间可能会有一些取代性
[3610.68-3612.68] 但是至少到目前看起来
[3612.68-3614.68] 它并没有冲突性
[3614.68-3617.68] 它还是会各自的去挣扎
[3617.68-3621.68] 所以我也看到很多业界开始有点走火入魔
[3621.68-3625.68] 甚至有看到巧克力公司也要做无糖的
[3625.68-3628.68] 我不知道冰淇淋要做无糖的
[3628.68-3629.68] 你就不要吃就好了
[3629.68-3631.68] 干嘛把自己搞得那么痛苦呢
[3631.68-3633.68] 就很奇怪
[3633.68-3638.68] 所以我觉得这个东西还是有一个所谓口腹之欲
[3638.68-3639.68] 你今天有糖
[3639.68-3642.68] 你也不能把它弄得太甜腻不好喝
[3642.68-3644.68] 你今天无糖有无糖的滋味
[3644.68-3647.68] 你也不能因为它没有了糖变得不好喝
[3647.68-3648.68] 放到嘴巴里面
[3648.68-3652.68] 好吃好喝还是一个最重要的一个元素
[3652.68-3655.68] 因为你不会虐待你自己把一个不好吃不好喝的东西
[3655.68-3656.68] 灌到你身体里面
[3656.68-3658.68] 就没有这种道理
[3658.68-3663.68] 所以这个部分来讲我觉得应该是可以并进的
[3663.68-3665.68] 那您刚提到一些养生饮料
[3665.68-3667.68] 您刚的问题其实有点矛盾
[3667.68-3669.68] 您问我说
[3669.68-3672.68] 统一会不会去发展这个产品
[3672.68-3675.68] 但是您刚后面有讲说统一已经有了这个产品
[3675.68-3677.68] 所以这个问题好像已经不存在
[3677.68-3681.68] 但在资源配置上面来讲
[3681.68-3685.68] 我只能讲说这个产品我们有
[3685.68-3689.68] 但是现阶段我们不会花太多的时间去
[3689.68-3694.68] 我们会让它很正常的去运作去成长
[3694.68-3697.68] 那比方说韩国雄金的一些产品
[3697.68-3699.68] 在这方面来讲也很有特色
[3699.68-3701.68] 所以不管在台湾也好
[3701.68-3703.68] 在中国大陆市场也好
[3703.68-3705.68] 甚至在东南亚市场也好
[3705.68-3707.68] 我们都开始陆陆续续引进
[3707.68-3709.68] 但是我们不希望它会有很快速的一个增长
[3709.68-3712.68] 因为它是属于一个特定的族群
[3712.68-3715.68] 那我们现在还是会放在一个大品类上面
[3715.68-3718.68] 因为这是一个很简单的算术问题
[3718.68-3721.68] 在一个一年有好几百亿的品类里面
[3721.68-3723.68] 这个是不需要去教育的
[3723.68-3726.68] 已经是现在存在的市场里面
[3726.68-3727.68] 如果你努力一点
[3727.68-3728.68] 你可以从
[3728.68-3730.68] 市场分实一点
[3730.68-3732.68] 哪怕是1% 2%
[3732.68-3734.68] 那出来的绝对值
[3734.68-3738.68] 可能要去比你现阶段去教育消费者
[3738.68-3740.68] 这所谓的养生产品
[3740.68-3743.68] 我觉得比较务实一点
[3743.68-3747.68] 因为这些东西假设如果时间可以流长的久
[3747.68-3751.68] 你永远不会有所谓比较慢到的这个东西
[3751.68-3753.68] 到最后还是品牌
[3753.68-3756.68] 你的组织能力可以弥补你的时间上的这个缺点
[3756.68-3758.68] 所以对于我们公司来说
[3758.68-3761.68] 我们现在还是希望在茶上面来讲
[3761.68-3766.68] 绿茶我们已经取得了非常好的一个市场地位
[3766.68-3770.68] 红茶我们充满了潜力无限的机会
[3770.68-3773.68] 花茶我们也有产品
[3773.68-3775.68] 乌龙茶我们也开始在布局
[3775.68-3777.68] 奶茶那更不要讲
[3777.68-3781.68] 现在是市场上的一个非常绝对的一个垄断地位
[3781.68-3782.68] 所以基本上来讲的话
[3782.68-3784.68] 我们各式的茶品都有
[3784.68-3786.68] 但是在资源配置
[3786.68-3788.68] 还有公司的优先顺序上
[3788.68-3790.68] 我们还是有自己的一个节奏
[3790.68-3791.68] 好谢谢
[3791.68-3792.68] 好的
[3792.68-3794.68] 如果线上还有提问的人
[3794.68-3796.68] 再请线上主持人接入
[3796.68-3797.68] 没问题
[3797.68-3799.68] 我们线上还有
[3799.68-3801.68] 中鸿达请提问
[3801.68-3803.68] 喂可以听见吗
[3803.68-3805.68] 可以
[3805.68-3807.68] 感谢管理层给我提问机会
[3807.68-3809.68] 我有两个也是关于中共的问题
[3809.68-3811.68] 第一个首先是刚刚管理层也提到说
[3811.68-3813.68] 这个市场其实非常大
[3813.68-3815.68] 我们想坚持走自己的路
[3815.68-3816.68] 也希望管理层可以帮助我们
[3816.68-3817.68] 去做一些更好的设计
[3817.68-3819.68] 也希望管理层可以更多的分享一下
[3819.68-3821.68] 如果说从长期的这个空间去看
[3821.68-3824.68] 我们现在应该是在哪些方面是多费一些功夫
[3824.68-3827.68] 或者说哪些空间可以再去多努力
[3827.68-3830.68] 可能才能去保持尽量在这个避免一些竞争的情况下
[3830.68-3833.68] 获取这个面和饮料的市场份额
[3833.68-3834.68] 第二个问题是
[3834.68-3837.68] 因为其实看到现在有这个限制茶饮的门店
[3837.68-3839.68] 也是推出了非常多的这个品类
[3839.68-3841.68] 以及更低价格带的产品
[3841.68-3842.68] 我想理解一下
[3842.68-3844.68] 因为从消费者饮用量的角度
[3844.68-3846.68] 也是我们饮料行业饮料领域的这个潜在的竞争者
[3846.68-3849.68] 我们如何去思考说这个RTD饮料的板块
[3849.68-3851.68] 现在这个行业阶段以及说未来成长的确定性
[3851.68-3852.68] 谢谢
[3852.68-3855.68] 好 您刚的那个提问来讲
[3855.68-3857.68] 就是关于我们的成长空间
[3857.68-3858.68] 成长空间部分来讲
[3858.68-3861.68] 我还是回到一个个人修养的问题
[3861.68-3866.68] 就是你如果每天只去关心消费者的话
[3866.68-3870.68] 你会发现很多事情你还没有做好
[3870.68-3873.68] 但是实际的情况来讲的话
[3873.68-3875.68] 我们通常会花比较多的时间
[3875.68-3876.68] 去做这个
[3876.68-3878.68] 去关心别人今天穿什么衣服
[3878.68-3880.68] 做什么发型
[3880.68-3883.68] 所以精神上就失去了
[3883.68-3885.68] 所以其实决定我们命运的人
[3885.68-3886.68] 不是我们的同业
[3886.68-3888.68] 是消费者
[3888.68-3891.68] 消费者每天在面临无限的一个选择
[3891.68-3894.68] 所以我们应该是多花点时间去想想
[3894.68-3897.68] 消费者到底真正需要什么东西
[3897.68-3902.68] 特别是在他们现在眼前有那么多的一个选择的时候
[3902.68-3904.68] 他为什么要选择你
[3904.68-3906.68] 这是一个非常有趣的一个大灾难
[3906.68-3907.68] 我们现在在问
[3907.68-3910.68] 我觉得我们很努力的在做这一点
[3910.68-3911.68] 在这个市场里面
[3911.68-3914.68] 我们也看到非常一个有趣的现象
[3914.68-3919.68] 就是没有最低价
[3919.68-3922.68] 只有更低价
[3922.68-3925.68] 容量没有最大量
[3925.68-3927.68] 只有更大量
[3927.68-3930.68] 所以大家从一个商业的逻辑来看
[3930.68-3933.68] 东西是越卖越大
[3933.68-3934.68] 越卖越多
[3934.68-3935.68] 价钱是越卖越低
[3935.68-3939.68] 这个怎么能够持续呢
[3939.68-3942.68] 但是业界的现象大概就是这样
[3942.68-3944.68] 所以我们的思考是
[3944.68-3947.68] 在不同的场景里面
[3947.68-3952.68] 消费者对于某一个食用的最适合量是多少
[3952.68-3955.68] 我们去想这个问题
[3955.68-3957.68] 所以同样即使是绿茶
[3957.68-3959.68] 我的同仁告诉我
[3959.68-3964.68] 现在中国很流行喝一公升的饮料
[3965.68-3968.68] 我刚开始是反对的
[3968.68-3975.68] 因为我们医生也建议我们一天喝1500cc
[3975.68-3977.68] 我一个茶我就喝掉三分之二
[3977.68-3979.68] 那我还要喝其他什么东西
[3979.68-3983.68] 但是后来我们发现
[3983.68-3985.68] 我们也有迷思
[3985.68-3988.68] 我们跑到外面去看到外卖小哥
[3988.68-3991.68] 他这个容量具有他的价值性
[3991.68-3994.68] 所以后来我们就同意去做这个东西
[3994.68-3997.68] 所以这个是我要谈的就是说
[3997.68-4000.68] 在这个定位上面来讲要很清楚
[4000.68-4002.68] 就是不同的场景
[4002.68-4004.68] 不同的心情
[4004.68-4005.68] 同样的商品
[4005.68-4008.68] 它可能会有不同的一个表现方式
[4008.68-4010.68] 这个其实是对我们做营销的人
[4010.68-4012.68] 最挑战的一个地方
[4012.68-4014.68] 所以有的时候
[4014.68-4016.68] 并不是说商品本身出了问题
[4016.68-4018.68] 而是商品
[4018.68-4020.68] 跑错了地方
[4020.68-4022.68] 跑错了时间
[4022.68-4024.68] 它就没有办法表现
[4024.68-4029.68] 这部分其实是我们最需要最努力去把它定位清楚的地方
[4029.68-4031.68] 那如果定位清楚的话
[4031.68-4034.68] 那我前面所讲的很多的废动作
[4034.68-4037.68] 它就自然的可以不存在
[4037.68-4040.68] 那也就会有一个适当的报酬
[4040.68-4042.68] 好 谢谢
[4042.68-4046.68] 好的 那我这边从电子提问单系统也看到了一些提问
[4046.68-4048.68] 其中有一位投资先进请教
[4048.68-4051.68] 同一时今年的云运恢复成长
[4051.68-4054.68] 其中马口碟的部门每年的一个波动
[4054.68-4056.68] 是否会有一个更大的增长
[4056.68-4060.68] 请问公司有没有任何的一个应对策略来调整这样的营运结构
[4060.68-4063.68] 那以及配合就是中共饮料市场的持续成长
[4063.68-4067.68] 那统一时这边是不是也会一样继续稳定扩展成长
[4067.68-4071.68] 以及这个成长是要以什么样的速度较为合理
[4071.68-4074.68] 这个部分两个部分
[4074.68-4076.68] 我们统一时也有两个业务
[4076.68-4079.68] 一个是铁部门一个是饮料部门
[4079.68-4081.68] 饮料的部门来讲的话
[4081.68-4083.68] 这位投资先进问得非常好
[4084.68-4087.68] 我们现在也在思考这个问题
[4087.68-4090.68] 我们要成长到什么地方
[4090.68-4092.68] 成长到什么时候
[4092.68-4094.68] 因为以历史的轨迹来讲的话
[4094.68-4097.68] 我们现在每一年都还是保持在高速的成长
[4097.68-4103.68] 但是这对我们的资源配置以及未来市场到底是对还是不对
[4103.68-4106.68] 这我们有很多路径这个在思考
[4106.68-4108.68] 但是有一点可以确定的是越来越好
[4108.68-4110.68] 这是一点悬念都没有的
[4110.68-4112.68] 但是我们要好到什么程度
[4112.68-4114.68] 这个我们恐怕自己也不知道
[4114.68-4116.68] 所以我们自己本身要拿捏一下
[4116.68-4119.68] 因为天下没有绝对永远好的事情
[4119.68-4122.68] 这个还是要居然思维一下
[4122.68-4124.68] 那铁的部分呢
[4124.68-4126.68] 这几年我们也体验到
[4126.68-4130.68] 铁的部分完全不是我们能够掌控的
[4130.68-4135.68] 因为我们铁的部分基本上来讲它是一种原料
[4135.68-4138.68] 它跟着全世界的行情去走
[4138.68-4140.68] 所以我们很多投资人根本看不懂
[4140.68-4142.68] 跑来问我们
[4142.68-4143.68] 我们也解释不清
[4143.68-4147.68] 来解释说为什么同样一块铁去年卖十块钱
[4147.68-4149.68] 今年可以卖二十块钱
[4149.68-4151.68] 然后明年只剩下两块钱
[4151.68-4153.68] 我没有办法解释
[4153.68-4155.68] 这是全世界供需的一个问题
[4155.68-4157.68] 所以现在经营团队非常努力
[4157.68-4163.68] 想办法把这个铁的这个结构来做一个调整
[4163.68-4168.68] 所以公司最近又开始在一些附加价值比较高的这个铁的部分
[4168.68-4173.68] 来开始能够把这种纯原物料的商品
[4173.68-4175.68] 更为精致化一点
[4175.68-4179.68] 这样的话让我们的掌控度可以变得更高一点
[4179.68-4181.68] 当然这需要时间
[4181.68-4186.68] 好一点的是我们饮料的部门可以提供必要的能量
[4186.68-4190.68] 来帮助我们铁的部门有足够的时间和空间
[4190.68-4192.68] 来做这种必要的调整
[4192.68-4193.68] 好谢谢
[4193.68-4196.68] 那这边还有一个提问是有关于雄金
[4196.68-4201.68] 今年雄金于韩国兴建物流中心及收购水厂
[4201.68-4203.68] 那物流中心目前的进度如何?
[4203.68-4206.68] 以及预期未来可以带来多少的效益?
[4206.68-4209.68] 水厂预计每一年可贡献雄金的效益多少?
[4209.68-4215.68] 以及这个水厂的产品是否仅供韩国使用?
[4215.68-4219.68] 近期有陆续看到雄金产品在台湾以及统一中共销售
[4219.68-4224.68] 集团未来是不是会透过雄金来驱动养生饮料的一个引擎?
[4224.68-4228.68] 我们那个物流中心不好意思
[4228.68-4231.68] 我以为大家都已经知道我们在营运了
[4231.68-4235.68] 因为这个现在是在问我什么时候开始营运
[4235.68-4237.68] 已经开始正式在营运了
[4237.68-4239.68] 就是今年十月份的时候
[4239.68-4241.68] 我们已经开始正常在营运
[4241.68-4243.68] 营运的非常顺畅
[4243.68-4246.68] 因为这是我们自己内部在做一个
[4246.68-4251.68] 就是本来外包的业务现在变成我们自己内部在做
[4251.68-4255.68] 所以一方面在费用效率上面都很大的帮忙
[4255.68-4260.68] 那那个水厂的部分我们现在整个水厂的使用大概只有
[4260.68-4262.68] 20%左右
[4262.68-4265.68] 但是我们并不担心这个部分
[4265.68-4269.68] 因为这个水厂有相当的机缘
[4269.68-4279.68] 它是韩国四大政府认证非常优质水源的一个地方
[4279.68-4285.68] 所以我们现在很幸运的在一个机缘情况下买到的这个水源地
[4285.68-4290.68] 那我们现在也希望能够把它周边的这些土地
[4290.68-4293.68] 也开始慢慢的去做一个延伸
[4293.68-4295.68] 因为它的水源非常深贵
[4295.68-4298.68] 那将来可以做很多很多的用途
[4298.68-4303.68] 那水源的污染我们必须要去做一些仿制
[4303.68-4307.68] 最好的办法就是把这个水厂附近能够净空
[4307.68-4311.68] 那所以我们陆陆续续在做这些事情
[4311.68-4316.68] 那那个水厂现在我们看的它不是一个单纯的产能而已
[4316.68-4319.68] 我们是看重它这个水源的价值
[4319.68-4325.68] 因为在未来的世界里面好的水源是非常非常稀缺的
[4325.68-4328.68] 所以包含甚至将来我们在其他的市场里面
[4328.68-4331.68] 我们也在规划利用那些好的水源
[4331.68-4334.68] 开始能够作为一个供应的中心
[4334.68-4335.68] 好谢谢
[4335.68-4338.68] 那我们回到现场
[4338.68-4340.68] 请问现场是不是有来宾需要提问
[4349.68-4350.68] 罗东好
[4350.68-4352.68] 这边是梁振俊书宇
[4352.68-4355.68] 那这边有一个也是关于物流的
[4355.68-4358.68] 稍早我们有分享在雄金这边物流的情况
[4358.68-4361.68] 那前段时间跟去年我们都有跟投资人分享
[4361.68-4364.68] 整个集团的物流园区的规划
[4364.68-4367.68] 那也包含一些自动化仓储的规划
[4367.68-4372.68] 这些也跟稍早谈到人力成本的问题是有相关联的
[4372.68-4375.68] 这部分能不能也跟我们简单更新一下
[4375.68-4376.68] 谢谢
[4376.68-4378.68] 好在物流的规划里面
[4378.68-4381.68] 我们现在集团规划成三个不同的等级
[4381.68-4382.68] 一个叫大物流
[4382.68-4383.68] 一个叫中物流
[4383.68-4384.68] 一个叫小物流
[4384.68-4389.68] 那大物流的话就是把我们集团几个主要的一个物流中心全部并在一起
[4389.68-4392.68] 那这个部分能够有想象很大的一个好处
[4392.68-4395.68] 就是将来这些各自分散的这些大的物流
[4395.68-4398.68] 它不要在每一段时间到了以后
[4398.68-4401.68] 它又要去找新的地方要搬家
[4401.68-4402.68] 很麻烦
[4402.68-4407.68] 因为搬一个地方其实牵涉的不只是
[4407.68-4408.68] 是
[4408.68-4412.68] 事情的改变还有物的改变
[4412.68-4418.68] 这还牵涉到很多员工家居上班的这个问题
[4418.68-4420.68] 特别是在台湾人力缺乏
