[0.00-20.22] 欢迎各位投资先进参加台湾聚合化学品股份有限公司
[2887.50-2889.50] 那這個年齡展望
[2889.50-2890.50] 那這部分
[2890.50-2891.50] 不提了
[2891.50-2894.50] 亞軍那邊已經有交代過了
[2894.50-2897.50] 那看一下這個第一季的展望
[2897.50-2898.50] 第一季的展望
[2898.50-2899.50] 第一條
[2899.50-2900.50] 那個上半年
[2900.50-2902.50] 關我需求的產望
[2902.50-2903.50] 那這個在亞軍那邊
[2903.50-2905.50] 他已經有說明了
[2905.50-2906.50] 我們看第二條
[2906.50-2908.50] 那第二條是
[2908.50-2911.50] 美國對中國太陽能製裁
[2911.50-2913.50] 所以中國太陽能產業有
[2913.50-2914.50] 五月來
[2914.50-2916.50] 太古印尼等地設產
[2916.50-2919.50] 那隨著這些到
[2919.50-2921.50] 外地東南亞或者是
[2921.50-2923.50] 印度等地設產
[2923.50-2925.50] 那我們公司的客戶
[2925.50-2926.50] 也有去
[2926.50-2927.50] 所以我們的銷售量
[2927.50-2928.50] 也有到
[2928.50-2929.50] 這些地方
[2929.50-2930.50] 那未來
[2930.50-2931.50] 我們
[2931.50-2933.50] 會因應這樣的情況
[2933.50-2935.50] 中國的供應態度
[2935.50-2938.50] 那建設生產力還降回過
[2938.50-2940.50] 那我們銷售大陸
[2940.50-2941.50] 這些東南亞地區
[2941.50-2942.50] 我們算美金的嘛
[2942.50-2944.50] 那大家都是免稅
[2944.50-2945.50] 不是
[2945.50-2946.50] 但是銷售免稅
[2946.50-2947.50] 美金地方免稅
[2947.50-2948.50] 越南還是免稅
[2948.50-2949.50] 那如果銷售大陸
[2949.50-2950.50] 要供過去的
[2950.50-2951.50] 我們太陽稅
[2951.50-2952.50] 大家都一樣平等
[2952.50-2953.50] 可是到大陸
[2953.50-2954.50] 我們不平等
[2954.50-2955.50] 我們進去要關稅
[2955.50-2956.50] 然後大陸生產
[2956.50-2957.50] 本身地方自己沒有關稅
[2957.50-2958.50] 所以我們銷售地區
[2958.50-2959.50] 關我的
[2959.50-2960.50] 我們量會降低
[2960.50-2961.50] 然後銷售地區
[2961.50-2963.50] 會影響中國大陸
[2963.50-2964.50] 但是
[2964.50-2965.50] 我們客戶大陸的需求
[2965.50-2966.50] 我們少了
[2966.50-2967.50] 所以我們銷售地區
[2967.50-2968.50] 關我的
[2968.50-2969.50] 我們量會降低
[2969.50-2970.50] 然後銷售地區
[2970.50-2971.50] 我們量會降低
[2971.50-2972.50] 我們銷售地區
[2972.50-2973.50] 會影響中國大陸的需求
[2973.50-2974.50] 我們少量的供應
[2974.50-2975.50] 到大陸地區
[2975.50-2976.50] 那另外
[2976.50-2977.50] 要高質化
[2977.50-2978.50] 高質化
[2978.50-2979.50] 那差一萬的產品
[2979.50-2980.50] 來分上光譜的
[2980.50-2981.50] 市場風險
[2981.50-2982.50] 這個我們已經在做
[2982.50-2983.50] 已經在做
[2983.50-2984.50] 那還有過分的成果
[2984.50-2985.50] 那要在
[2985.50-2986.50] 那個成果要擴大
[2986.50-2987.50] 這個要讓產品做得更好
[2987.50-2988.50] 那這些都是在
[2988.50-2989.50] 目前都已經規劃
[2989.50-2990.50] 那已經
[2990.50-2991.50] 目前可以供應的部分
[2991.50-2992.50] 已經
[2992.50-2993.50] 目前可以供應的部分
[2993.50-2994.50] 已經
[2994.50-2995.50] 已經
[2995.50-2996.50] 已經
[2996.50-2997.50] 已經
[2997.50-2998.50] 已經
[2998.50-2999.50] 已經
[2999.50-3000.50] 它已經
[3000.50-3001.50] 那個是
[3001.50-3002.50] 要在
[3002.50-3003.50] 東西
[3003.50-3004.50] 那在
[3004.50-3009.50] grad
[3009.50-3010.50] interviews
[3010.50-3011.50] 來
[3011.50-3012.50] 在
[3012.50-3013.50] 社經
[3013.50-3014.50] 但是
[3014.50-3015.48] 我 separat
[3015.50-3016.50] 是
[3016.50-3016.94] 這是
[3016.94-3017.50] 這麼
[3017.50-3017.68] 這個
[3017.70-3018.22] 年的
[3018.22-3018.72] 感覺
[3018.72-3020.14] Gall etcetera
[3020.16-3022.56] held
[3022.56-3025.04] m式
[3025.04-3026.30] �aves
[3026.30-3027.68] java
[3027.68-3028.26] 很多
[3028.28-3029.30] εδώ
[3029.30-3031.30] 讓貨中業也就是高壓
[3031.30-3033.90] 現在貨中業大部分是管制
[3033.90-3035.40] 不能補給那個營養
[3035.40-3037.30] 所以做熱熔膠的量
[3037.30-3039.70] 新的產品少
[3039.70-3041.90] 那這個也是我們將來
[3041.90-3045.50] 甚至我們會舉行營養機的生產設備
[3045.50-3047.40] 所以熱熔膠也是
[3047.40-3050.10] 對目前這些新生產
[3050.10-3051.40] 一些差異化的強點
[3051.40-3052.80] 也是我們準備的
[3052.80-3055.40] 發展方向的實力
[3055.40-3056.50] 那另外在
[3056.50-3059.30] 市場
[3059.30-3062.60] 所以近來一個經濟疲倦
[3062.60-3065.70] 導致市場內銷的市場需求有衰減
[3065.70-3068.70] 雖然我們有擴展外銷
[3068.70-3071.70] 一些來補客戶來補
[3071.70-3073.20] 這些流失的地利辦
[3073.20-3076.20] 但是近期中東停市再度緊張
[3076.20-3079.20] 那是對國際運動造成影響
[3079.20-3081.10] 還需要觀察
[3081.10-3082.30] 那簡單講就是
[3082.30-3084.70] 畢竟目前在本期間內
[3084.70-3086.30] 如果全球經濟變化改觀
[3086.30-3088.50] 整個市場外貨業也一部大概
[3088.50-3092.90] 2028年我才會有辦法消化那些新生產
[3092.90-3093.90] 所以在這五年內
[3093.90-3095.70] P1也是蠻辛苦
[3095.70-3096.90] 但基本上
[3096.90-3098.40] 台積的P1
[3098.40-3099.70] 都是這幾年來
[3099.70-3101.90] 都是小賺跟小貴
[3101.90-3103.00] 差距不是大
[3103.00-3104.30] 肚子是在地肥顏
[3104.30-3106.90] 因為就是大賺
[3106.90-3108.70] 不是大賺就是大貴
[3108.70-3110.20] 如果沒有差異化強點
[3110.20-3112.60] 將來就會有大貴的
[3112.60-3114.20] 但是P1是平平的
[3114.20-3115.10] 對
[3115.10-3116.14] 好那以上是
[3116.14-3116.20] 好那以上是
[3116.30-3117.30] 我的報告
[3117.30-3118.90] 那接下來由我們的
[3118.90-3121.90] 花金監理來做產物發表報告
[3121.90-3127.86] 接下來官員裁定美金公司
[3127.86-3132.60] G0 ?
[3132.90-3137.70] binds
[3137.70-3138.94] 對
[3138.94-3140.10] 我們已經看了
[3140.10-3140.90] 好
[3140.90-3141.90] 沖 litter
[3141.90-3143.40] stock
[3143.40-3144.36] 土
[3144.36-3146.82] 馬
[3146.82-3147.16] 碳
[3147.16-3148.40] 直
[3148.40-3149.52] 8
[3149.52-3150.90] 總共
[3150.90-3151.10] 5.6%
[3151.10-3151.90] 總總 monton
[3151.90-3157.90] 我们首先看到台区公司2024年度的个体税额
[3157.90-3163.90] 台区公司个体的销货收入在2024年度是88亿
[3163.90-3166.90] 较去年度减少有26亿
[3166.90-3174.90] 销货收入较去年度减少主要是因为EBA产品的售价以及销量减少约近两成
[3174.90-3177.90] 所以销货收入较去年度减少
[3177.90-3180.90] 销货成本89.64亿
[3180.90-3188.90] 销货成本本年度因为受到电价上涨以及成本上涨、产量减少等不利影响
[3188.90-3192.90] 所以总计销货成本89.64亿
[3192.90-3195.90] 因为售价下跌成本上涨
[3195.90-3200.90] 所以销货毛利的亏损是1.43亿
[3200.90-3202.90] 毛利率负的1%
[3202.90-3205.90] 销管费用4.56亿
[3205.90-3207.90] 年份费用1.3亿
[3207.90-3212.90] 总计营业费用5.89亿
[3212.90-3218.90] 营业费用5.89亿里面主要是运费增加有3700万
[3218.90-3222.90] 人事等管理成本减少有5000万
[3222.90-3227.90] 所以营业费用较去年度减少有1300万
[3227.90-3231.90] 抬具个体营业亏损7.3亿
[3231.90-3234.90] 营业净利率负的8%
[3234.90-3236.90] 业外损失16.58亿
[3236.90-3239.90] 这16.58亿里面主要是台积公司
[3239.90-3243.90] 依照权益法认列股内16.94%的投资损失
[3243.90-3247.90] 所以总计认列股内13.26亿的投资损失
[3247.90-3251.90] 那另外台积公司依照权益法认列合并子公司
[3251.90-3256.90] 华夏台达挂兰奇养具人子公司的转投资公司的亏损
[3256.90-3259.90] 总计认列了5亿的投资的亏损
[3259.90-3264.90] 所以业外损失16.58亿里面主要是台积公司
[3264.90-3267.90] 而股内损失16.58亿里面主要是来自于
[3267.90-3271.90] 权益法认列的投资损失总计有17.6亿
[3271.90-3275.90] 那台积个体的税前损失是23.89亿
[3275.90-3278.90] 扣除所税利益之后的税后净利
[3278.90-3281.90] 净损失21.47亿
[3281.90-3283.90] 每股亏损2元
[3283.90-3287.90] 那接下来看一下台积2024年度的合并损益表
[3287.90-3291.90] 2024年度合并的销货收入510亿
[3291.90-3293.90] 那这合并的销货收入是
[3293.90-3297.90] 合并子公司华夏台达养具等合并子公司
[3297.90-3300.90] 合并子公司则加上台积其本身的销货收入
[3300.90-3302.90] 所以总计有510亿
[3302.90-3305.90] 较去年度减少12.6亿
[3305.90-3308.90] 合并的销货成本487亿
[3308.90-3310.90] 增加有20亿
[3310.90-3313.90] 3月各合并公司在2024年度
[3313.90-3316.90] 因为产品的售价下跌原料成本上涨
[3316.90-3318.90] 所以利差减少
[3318.90-3321.90] 合并的销货毛利22.97亿
[3321.90-3323.90] 减少33亿
[3323.90-3325.90] 合并的毛利率4%
[3325.90-3327.90] 减少7个百分比
[3327.90-3330.90] 那相反费用37.88亿
[3330.90-3331.90] 增加2.7亿
[3331.90-3334.90] 主要就是运费增加有2.95亿
[3334.90-3337.90] 合并的营业亏损20亿
[3337.90-3340.90] 合并的营业外支出35亿
[3340.90-3342.90] 35亿里面主要是合并子公司
[3342.90-3347.90] 续托公司依照权益法认列股内50%的投资损失
[3347.90-3351.90] 所以总计合并认列股内39.2亿的投资损失
[3351.90-3352.90] 所以总计合并认列股内39.2亿的投资损失
[3352.90-3354.90] 所以总计合并认列股内39.2亿的投资损失
[3354.90-3357.90] 那另外因为在本年6月台币贬值
[3357.90-3361.90] 所以合并产生的兑换利益有2.5亿
[3361.90-3364.90] 那以及认列合并的股息收入也有1.5亿
[3364.90-3368.90] 所以总计业外的损失35.09亿
[3368.90-3371.90] 合并的税前亏损55.18亿
[3371.90-3376.90] 扣除所税后的合并税后亏损49亿
[3376.90-3380.90] 49亿里面属于台券亏损是21.47亿
[3380.90-3382.90] 那合并产生的非公租费用
[3382.90-3386.90] 是权益的损失有27.62亿
[3386.90-3387.90] 下一页
[3387.90-3392.90] 那接下来看一下台积公司的合并财务报表预测
[3392.90-3397.90] 在2024年度合并营业利益率-4%
[3397.90-3399.90] 权益率-10%
[3399.90-3401.90] 那主要是因为在跟去年相比
[3401.90-3404.90] 那主要是因为各公司的获利都减少
[3404.90-3407.90] 那另外因为业外与认列股内的投资损失
[3407.90-3411.90] 所以营业利率跟权益率都较好去年度减少
[3411.90-3412.90] 那另外因为业外与认列股内的投资损失
[3412.90-3415.90] 合并的负债占资产比率-40%
[3415.90-3418.90] 那这个比率较去年度提高
[3418.90-3423.90] 主要是因为合并公司在2024年底的借款增加24亿
[3423.90-3424.90] 那在24亿里面
[3424.90-3427.90] 台积公司的借款其实抢还了有10亿
[3427.90-3428.90] 借款减少10亿
[3428.90-3432.90] 那另外34亿是来自于合并子公司的借款增加
[3432.90-3434.90] 所以负债占资产比率-40%
[3434.90-3436.90] 较去年底提高
[3436.90-3438.90] 人物比率-196%
[3438.90-3441.90] 速冻比率-143%
[3441.90-3443.90] 平均收线天数-41天
[3443.90-3445.90] 平均销货天数-52天
[3445.90-3449.90] 跟以往年度是大致维持
[3449.90-3452.90] 那接下来看一看美股盈余股利的变化
[3452.90-3456.90] 在2024年度虽然本年度是税后亏损
[3456.90-3458.90] 美股亏损2元
[3458.90-3460.90] 但是为了平衡股利政策的考量
[3460.90-3463.90] 以及避免股本过多的膨胀
[3463.90-3467.90] 所以总是会依照公司章程决议通过现金股利
[3467.90-3469.90] 美股0.2元
[3469.90-3470.90] 那这个现金股利上在
[3470.90-3474.90] 今年5月29号公众常会决议后通过后发放
[3474.90-3475.90] 谢谢
[3475.90-3479.90] 那接下来进行我们的Q&A的时间
[3479.90-3487.90] 好的非常感谢台湾区及两市经营团队带来的解讯分享
[3487.90-3491.90] 那么现在进行Q&A意见交流提问
[3491.90-3495.90] 那请经营团队就报名阶段事先搜集到的问题
[3495.90-3498.90] 先同意我们的回复中鸣
[3500.90-3505.90] 请
[3505.90-3509.90] 我是台区跟亚区经理李培基
[3509.90-3511.90] 现在来到我们的问答
[3511.90-3518.90] 并且请各位法兰及美区的先进提问
[3518.90-3522.90] 那首先我们先针对报名阶段
[3522.90-3526.90] 有一些同志先进提问的问题来先做回答
[3526.90-3529.90] 首先汇丰银行一个Sandy小姐有问到说
[3529.90-3532.90] 根据供应业研究团队的预估
[3532.90-3536.90] 石化产能过剩情况同年去到2028年才能去挖
[3536.90-3542.90] 汇集团的应用措施之一为全地朝向茶叶化产品转型发展
[3542.90-3545.90] 是否能多说明这方面的细节以及目前的成果
[3545.90-3546.90] 那我请你讲
[3546.90-3548.90] 网客您就再回答
[3552.90-3553.90] 我真的这么问
[3553.90-3557.90] 其实我们刚刚在我们亚区的解报里面
[3557.90-3559.90] 还有亚区的解报里面
[3559.90-3562.90] 其实也可以看出一些发展方法
[3562.90-3565.90] 那么亚区的UBA的产品
[3565.90-3571.90] 大家可以看到它的比较强的应用
[3571.90-3579.90] 包括这个应用它的占比从3%降低为大概30%
[3579.90-3580.90] 大概3%左右
[3580.90-3587.90] 让这些量其实除了我们的情况之外
[3587.90-3589.90] 当然但是这次讲占比的话
[3589.90-3595.90] 主要这些差异就是因为我们去生产这个茶叶化产品
[3595.90-3599.90] 应用在比如说是比较高的血肠
[3599.90-3602.90] 像我们的一般的运动鞋的同行
[3602.90-3604.90] 我们非常Q运用的运动鞋
[3604.90-3605.90] 一两千块的也用
[3605.90-3608.90] 贵的我个人说一万七八千块的也用
[3608.90-3612.90] 那有些腰盆特别比较高的这个应用品
[3612.90-3613.90] 大家可以知道
[3613.90-3615.90] 这些是比较高的产品的产量
[3615.90-3618.90] 所以我们过去的一两年的时间之后
[3618.90-3621.90] 其实我们也非常积极在开发这些产品
[3621.90-3625.90] 另外在一些特殊用途的电竞电缆
[3625.90-3629.90] 电竞电缆它其实也是一个很大的领域
[3629.90-3632.90] 有一些不同的电竞电缆
[3632.90-3635.90] 但是有一些几个话中有提到的
[3635.90-3639.90] 比如说是在高铁或是机场
[3639.90-3644.90] 它会有些要求特别的一个部分
[3644.90-3646.90] 它会用一些比较高的原料
[3646.90-3648.90] 这个也是过去我们
[3648.90-3650.90] 一年到下的
[3650.90-3652.90] 所以我们减少了
[3652.90-3654.90] 减少了MBA的部分
[3654.90-3656.90] 但是我们就增加了这些新的产品
[3656.90-3658.90] 那这些新的产品
[3658.90-3662.90] 我们没有单独列一个站给大家
[3662.90-3665.90] 但是把它分散在
[3665.90-3669.90] 在发放线应用里面
[3669.90-3672.90] 所以主要是这边
[3672.90-3675.90] 那养育的部分其实大家可以看到
[3675.90-3677.90] 包括目前MBA
[3677.90-3680.90] 大家从前两个号头都降低位
[3680.90-3682.90] 然后又进入了5周流
[3682.90-3685.90] 除了大家看到的这个突破级的
[3685.90-3687.90] MBA的成长
[3687.90-3689.90] 然后还有MBA的成长
[3689.90-3693.90] 那这边也跟党军的形式搭配
[3693.90-3695.90] 但是在开发一些
[3695.90-3697.90] 这个主要用途的这个MBA
[3697.90-3699.90] 包括这种党军目前
[3699.90-3701.90] 这个这些条件的
[3701.90-3703.90] 这个销售量单独是很高
[3703.90-3706.90] 它主要是党军这边的这个销售量
[3706.90-3708.90] 这样就多了
[3708.90-3711.90] 包括这四以上的这两个包包
[3711.90-3714.90] 那再来有第一产物包钱的吕小姐
[3714.90-3717.90] 还有李写春保存的持货球铁
[3717.90-3719.90] 问到说公司对于补雷石化的
[3719.90-3722.90] 否则损失持不有未来的规划
[3722.90-3725.90] 今年展望还有预期多久后会归属
[3725.90-3727.90] 请总经理回答
[3727.90-3733.90] 关于补雷石化公司
[3733.90-3736.90] 那我想整体的这个事项
[3736.90-3739.90] 实话行业大环境呢
[3739.90-3741.90] 去年充满挑战
[3741.90-3742.90] 那今年呢
[3742.90-3745.90] 这个也不能够太过轻忽
[3745.90-3747.90] 这个挑战程度
[3747.90-3749.90] 关于补雷石化本身呢
[3749.90-3754.90] 我想会从两个方面下手
[3754.90-3756.90] 一个是价格
[3756.90-3758.90] 这个叫降低成本
[3758.90-3759.90] 一个叫增效
[3759.90-3762.90] 增加效用
[3762.90-3766.90] 降本的部分主要是在它的
[3766.90-3772.90] 以锡裂解炉的原料方面来享受
[3772.90-3777.90] 主要的使用原料是氢油
[3777.90-3779.90] 补雷石化公司呢
[3779.90-3784.90] 它会去开拓更多的氢油的供应来源
[3784.90-3787.90] 希望能够取得更有成本
[3787.90-3790.90] 竞争力的氢油的来源
[3790.90-3792.90] 那除此之外呢
[3792.90-3794.90] 丙丁丸
[3794.90-3796.90] 丙丸丁丸也是
[3796.90-3800.90] 这个以锡裂解炉的净料选项
[3800.90-3803.90] 所以当这一个用
[3803.90-3806.90] 丙丸丁丁丸作为
[3806.90-3808.90] 裂解炉的净料
[3808.90-3813.90] 可以产生比氢油更好的效益的时候呢
[3813.90-3817.90] 补雷石化公司就会执行这个选项
[3817.90-3819.90] 所以总的来说呢
[3819.90-3823.90] 补雷石化公司除了刚才说的氢油
[3823.90-3826.90] 丙丸丁丸之外呢
[3826.90-3829.90] 也在考虑其他这个
[3829.90-3831.90] 裂解炉净料的选项
[3831.90-3833.90] 总之就是希望能够从
[3833.90-3836.90] 这个裂解炉净料的方面呢
[3836.90-3838.90] 想办法降低成本
[3838.90-3840.90] 增加效益
[3840.90-3842.90] 这是其一
[3842.90-3844.90] 其二呢是
[3844.90-3846.90] 补雷石化公司的产品呢
[3846.90-3851.90] 也会做一些产品组合的优化
[3851.90-3854.90] 从市场面看回来
[3854.90-3856.90] 在哪一些特定的市场
[3856.90-3861.90] 在这个应用能够经过销售渠道
[3861.90-3863.90] 产生更好的效益
[3863.90-3868.90] 补雷石化公司也会在这一方面做出努力
[3868.90-3872.90] 所以总之这个整个石化行业的严峻程度呢
[3872.90-3874.90] 我想今年呢
[3874.90-3880.90] 大家还是会比较正视
[3880.90-3884.90] 从补雷石化公司的角度来做呢
[3884.90-3887.90] 然后再来看看这个
[3887.90-3889.90] 让你成本增加效能
[3889.90-3892.90] 这两方面来着手来预定
[3892.90-3893.90] 谢谢
[3893.90-3897.90] 那再来是户邦的陈小姐有问到说
[3897.90-3900.90] 今年碳费的征收会有公司的影响
[3900.90-3901.90] 那这一部分呢
[3901.90-3905.90] 我们这边参考已经公告了碳费的相关的法规
[3905.90-3907.90] 预期这个碳费的增加呢
[3907.90-3909.90] 成本的增加其实影响呢
[3909.90-3911.90] 并不会太大
[3911.90-3914.90] 那以上是邦米阶段的
[3914.90-3915.90] 反而一些提问
[3915.90-3917.90] 那不是现场或者是现场的其他
[3917.90-3919.90] 反而现今有其他问题
[3921.90-3922.90] 好的谢谢
[3922.90-3923.90] 从现今的提问
[3923.90-3925.90] 还有进行团队补充说明
[3925.90-3929.90] 那现在开放现场以及现上的提问
[3929.90-3931.90] 那首先有请
[3931.90-3934.90] 我想再了解一下PTA的那个价格
[3934.90-3936.90] 就是好像说从去年10月到现在
[3936.90-3938.90] PTA的产产价格也是都还不错
[3938.90-3939.90] 因为都很少
[3939.90-3941.90] 那我想问一下说底下的报价
[3941.90-3944.90] 大概分价钱在什么样的位置呢
[3944.90-3947.90] 这个价格是可以有利润的吗
[3947.90-3950.90] 那这个是因为我看接下来新增产价
[3950.90-3951.90] 好像会比较落在下半年
[3951.90-3954.90] 那是不是上半年对整个情况来说
[3954.90-3956.90] 会维持在现在这样的一个水准
[3961.90-3963.90] 你好感谢你的提问
[3963.90-3966.90] 现在应约的这个价格
[3966.90-3968.90] 我们大概分为其个
[3968.90-3971.90] 用光红级的这个价格来看
[3971.90-3973.90] 那光红级的价格
[3973.90-3975.90] 当然是在1300块钱
[3975.90-3977.90] 接到1400块钱左右
[3977.90-3980.90] 那光红级的部分
[3980.90-3983.90] 其他的整个价是稍微低一点
[3983.90-3986.90] 那台湾的高南的公司的
[3986.90-3988.90] 和台湾的国家
[3988.90-3990.90] 还有所有的企业
[3990.90-3992.90] 在市场上的平价是稍微更高一点
[3992.90-3995.90] 大概普通的光红级的价格
[3995.90-3998.90] 大概3300块钱
[3998.90-4002.90] 290块钱到1300块钱之间
[4002.90-4006.90] 那这个软件
[4006.90-4010.90] 应约的大概在26%到18%
[4010.90-4014.90] 大概在1300块钱到1300块钱之间
[4014.90-4018.90] 那如果说是纯粹的
[4018.90-4020.90] 通用的应用的话
[4020.90-4023.90] 这个价格其实是有点奇怪
[4023.90-4026.90] 但是因为我们的产品
[4026.90-4029.90] 一方面在市场上的这个
[4029.90-4031.90] 有稍微高一点
[4031.90-4033.90] 然后我们的价格稍微高一点
[4033.90-4037.90] 那还有我们开发一些
[4037.90-4039.90] 一些特殊的
[4039.90-4041.90] 不是通用级的商品
[4041.90-4044.90] 比如说养鸡的服务器的这个价格
[4044.90-4046.90] 现在可能占价就是在
[4046.90-4049.90] 1300块钱到1400块钱之间
[4049.90-4052.90] 不过以这样的价格来讲的话
[4052.90-4055.90] 可能相当就很太好了
[4055.90-4058.90] 那至于说我们刚提到的
[4058.90-4061.90] 这些是有利润的
[4061.90-4064.90] 那另外您提到的就是说
[4064.90-4065.90] 上半点的
[4065.90-4068.90] 上半点是不是可以维持这样的价格
[4068.90-4070.90] 以目前来看的话
[4070.90-4073.90] 到我们到目前为止
[4073.90-4075.90] 我们对于这样的价格
[4075.90-4078.90] 至少在相对应该是
[4078.90-4080.90] 是在应该是可以维持在这点
[4080.90-4083.90] 但是因为现在这个EBA的
[4083.90-4085.90] 这个价格的这个波动其实
[4085.90-4087.90] 蛮比蛮快的
[4087.90-4089.90] 所以我们也在
[4089.90-4091.90] 密切观察这样的情况
[4091.90-4093.90] 那以目前的
[4093.90-4095.90] 公司的状况来看的话
[4095.90-4099.90] 下一波的新增的产品可能是
[4099.90-4101.90] 6月份会
[4101.90-4103.90] 会推行的产品
[4103.90-4105.90] 然后在下半年
[4105.90-4107.90] 9月份左右
[4107.90-4109.90] 可能会推行的产品
[4109.90-4111.90] 也要看他们在这个包厂的这个进度
[4111.90-4113.90] 所以我们也希望说
[4113.90-4115.90] 他们接包厂的面容
[4115.90-4117.90] 需要我们的观察
[4117.90-4119.90] 新增产品破坏的速度
[4119.90-4120.90] 以及
[4120.90-4122.90] 光伏产品
[4122.90-4124.90] 因为它毕竟在EBA整个
[4124.90-4125.90] Halloween
[4125.90-4126.90] 是我们的Followback的
[4126.90-4127.90] 收视器
[4127.90-4129.90] 它的这个门锅部门
[4129.90-4132.90] 对于EBA的价格其实影响很大的
[4132.90-4135.90] 我们因为看这个EBA包容器
[4135.90-4136.90] 这根据就
[4136.90-4138.90] 虚无一类的
[4138.90-4139.90] 延续
[4139.90-4142.90] 那目前为止看起来包容器
[4142.90-4143.90] 它在
[4143.90-4146.90] 目前为止算是相对比较包容器
[4146.90-4147.90] 因为在过年
[4147.90-4148.90] 过年之前
[4148.90-4149.90] 在冬季的时候
[4149.90-4151.90] 它是比较淡
[4151.90-4152.90] 之后的话
[4152.90-4155.90] 它是最为之正常的
[4155.90-4157.90] 所以我们目前也是
[4157.90-4159.90] 相对比较嚣张
[4159.90-4161.90] 谢谢行进的提问
[4161.90-4163.90] 和集团队的说明
[4163.90-4164.90] 请问现场
[4164.90-4166.90] 或是线上的先进考量
[4166.90-4167.90] 提问的吗
[4171.90-4172.90] 想问一下
[4172.90-4173.90] 刚有情报
[4173.90-4175.90] 提到说独立设计
[4175.90-4177.90] 可能很少人会认证
[4177.90-4178.90] 会不会开放
[4178.90-4180.90] 会不会开会场
[4180.90-4184.90] 但是否则很关心独立发放的部分
[4184.90-4186.90] 然后可以稍微讲一下说
[4186.90-4189.90] 比方新年发放比去年好
[4189.90-4192.90] 日子或是发放率大概多少
[4192.90-4195.90] 是有没有简单的有些
[4195.90-4197.90] 让投资人可以知道
[4197.90-4198.90] 谢谢
[4201.90-4202.90] 好这边
[4202.90-4204.90] 我们问一下就是说
[4204.90-4207.90] 我们公司在这个考量独立的时候
[4207.90-4209.90] 是会依照公司的营运状况
[4209.90-4213.90] 然后就是依照公司的章程来去
[4213.90-4216.90] 来去定定这个可以开放的金额
[4216.90-4217.90] 那去年度呢
[4217.90-4221.90] 凯聚公司每股税或是亏损0.19元
[4221.90-4224.90] 那去年度现金鼓励发放是0.35元
[4224.90-4226.90] 那主要是因为去年度
[4226.90-4228.90] BA产品也是一个过滤产品
[4228.90-4230.90] 那凯聚公司去年本也是
[4230.90-4232.90] 过滤在10亿左右
[4232.90-4234.90] 所以比如说当时是有推移
[4234.90-4236.90] 发放现金鼓励0.35元
[4236.90-4237.90] 那今年度呢
[4237.90-4239.90] 那因为为了平衡一万
[4239.90-4241.90] 那一万股利的政策去
[4241.90-4243.90] 就平衡股利政策考量
[4243.90-4245.90] 那另外也为了另一年
[4245.90-4247.90] 那个五等过渡膨胀
[4247.90-4249.90] 所以董事会在今年3月的时候
[4249.90-4250.90] 是有决议
[4250.90-4253.90] 虽然今年是税后亏损2元
[4253.90-4255.90] 那这里面因为也包括对
[4255.90-4258.90] 任命转投资公司的投资损失等的影响
[4258.90-4260.90] 所以决议
[4260.90-4262.90] 包括现金鼓励是0.2元
[4262.90-4264.90] 那这个部分在
[4264.90-4266.90] 依照目前公司章程规定
[4266.90-4269.90] 是必须要等到股东会决议后
[4269.90-4271.90] 然后才会把目前是这样子
[4271.90-4273.90] 谢谢
[4273.90-4275.90] 那两句这边的话
[4275.90-4279.90] 112年的还是有过滤0.25元
[4279.90-4281.90] 那当时是发了0.15元
[4281.90-4283.90] 那113年是亏损
[4283.90-4285.90] 也是付了1.26
[4285.90-4287.90] 那我们是决议发了
[4287.90-4289.90] 0.25元的现金鼓励
[4289.90-4291.90] 那怎么样的这是要等
[4291.90-4294.90] 股东会确认然后才会去
[4294.90-4295.90] 好的
[4295.90-4296.90] 那我们现在
[4296.90-4299.90] 我们线上的先进有提问到
[4299.90-4301.90] 那想请问经济团队
[4301.90-4303.90] 请问目前有看到
[4303.90-4305.90] 亚洲同业厂商有关
[4305.90-4311.90] 有关停的计划如中日寒场
[4311.90-4315.90] 有关停的计划
[4315.90-4322.90] 以EVN的这个场面来讲
[4322.90-4325.90] 就是说它被提到的可能是
[4325.90-4328.90] 比较少的部分
[4328.90-4330.90] 那以EVN来看的话
[4330.90-4335.90] 目前其实在大陆还有在
[4335.90-4336.90] 其他国家
[4336.90-4340.90] 那我们是在南国和台湾
[4340.90-4342.90] 在大陆的这个
[4342.90-4344.90] 比较大的产线
[4344.90-4346.90] 他们经济上都是发EVN
[4346.90-4348.90] 还有一点低润的
[4348.90-4353.90] 那比如说台湾来看的话
[4353.90-4354.90] 它其实还是在
[4354.90-4356.90] 比较低润的一个地步
[4356.90-4358.90] 那其实去年就是
[4358.90-4363.90] 经济的韩国想要降价
[4363.90-4365.90] 求售的消息
[4365.90-4371.90] 但是对EVN的这些场来看的话
[4371.90-4373.90] 目前我们是还没有
[4373.90-4375.90] 还是还没有听到说
[4375.90-4380.90] 中国是东南亚还是韩国
[4380.90-4383.90] 跟这边有石化厂的EVN厂
[4383.90-4385.90] 然后台湾现在可以
[4385.90-4388.90] 能够要关闯的厂的
[4388.90-4392.90] 唯一只有一可能是
[4392.90-4393.90] 中石化的
[4393.90-4396.90] 像是EVN在北京
[4396.90-4398.90] 这上半年到后
[4398.90-4401.90] 它可能是因为
[4401.90-4403.90] 这个方案其实可以来国治了
