[0.00-1.40] 各位來賓大家好
[3053.14-3055.14] 所謂流行所謂的無糖茶
[3055.14-3059.14] 其實無糖茶在茶的工藝裡面是非常
[3059.14-3061.14] 非常挑戰的一個部分
[3061.14-3066.14] 因為加了糖會分散你的注意力
[3066.14-3069.14] 你會被甜的感覺去引火
[3069.14-3074.14] 就像做雞湯一樣
[3074.14-3077.14] 好的雞湯是看不到一點雞肉的
[3077.14-3079.14] 這個才是非常困難
[3079.14-3082.14] 所以無糖茶其實沒有大家想的那麼簡單
[3082.14-3086.14] 我們還是覺得產品才是所有
[3086.14-3089.14] 營銷活動裡面的真正主角
[3089.14-3092.14] 所有的推廣活動所有的一些刺激
[3092.14-3096.14] 它都必須要經過時間的考驗
[3096.14-3099.14] 最後還能夠真正存在的就是
[3099.14-3100.14] 一個口碑
[3100.14-3103.14] 口碑的話就是有你的產品力來講
[3103.14-3106.14] 所以同樣一排無糖茶擺在一起
[3106.14-3107.14] 你要慢慢地喝
[3107.14-3109.14] 還是可以喝出來一些味道
[3109.14-3113.14] 但是這些味道裡面後面可能對於研發的能力來講
[3113.14-3115.14] 它可能要花好幾年的時間
[3115.14-3118.14] 才能做有點小小的突破
[3118.14-3122.14] 這種情況特別是在電商的業務上會特別明顯
[3122.14-3126.14] 因為電商它是無接觸的一個銷售行為
[3126.14-3129.14] 所以電商的產品要能夠持久
[3129.14-3131.14] 到最後一定就是要靠口碑
[3131.14-3133.14] 還有消費者的體驗
[3133.14-3135.14] 它不像我們到實體通路上
[3135.14-3139.14] 有時候旁邊的小姐來給你刺激一下
[3139.14-3140.14] 送你一個娃娃頭
[3140.14-3143.14] 你就不小心就買了一個你可能不想要的東西
[3143.14-3145.14] 電商不會有這個東西
[3145.14-3147.14] 電商還有退貨的機制
[3147.14-3149.14] 所以你的商品努力在長期
[3149.14-3151.14] 如果禁不起考驗的話
[3151.14-3153.14] 你是沒辦法生存的
[3153.14-3155.14] 所以在這種情況下來講的話
[3155.14-3159.14] 只有不斷地在產品研發上面不斷地努力努力
[3159.14-3161.14] 繼續再努力這樣子
[3161.14-3163.14] 所以您剛剛提到說
[3163.14-3167.14] 這兩年我們在茶的上面來講有一些成績
[3167.14-3170.14] 就是說我們集團在茶飲料上面來講
[3170.14-3173.14] 本身的基礎就不錯
[3173.14-3176.14] 所以在這些發展上面來講的話
[3176.14-3179.14] 我們就可以有相當好的一個條件
[3179.14-3181.14] 但是這也不能自滿
[3181.14-3186.14] 還是有很多的地方需要去努力
[3186.14-3188.14] 怎麼樣讓無糖的茶
[3189.14-3190.14] 喝起來更順口
[3190.14-3191.14] 更重要的是
[3191.14-3195.14] 擺了一段時間以後還可以同樣的順口
[3195.14-3198.14] 那這個東西就非常非常大的一個挑戰
[3198.14-3200.14] 那我們還在不斷的努力中
[3200.14-3202.14] 好 謝謝
[3202.14-3203.14] 請問線上主持人
[3203.14-3206.14] 線上是否還有需要提問的投資先進
[3206.14-3208.14] 是的
[3208.14-3211.14] 我們有下一位海通張怡勳請提問
[3211.14-3216.14] 羅董事長好
[3216.14-3217.14] 關麗昌好
[3217.14-3218.14] 我是海通證券的飛機師張怡勳
[3218.14-3220.14] 也是很高興有這樣的一個提問機會
[3220.14-3227.14] 然後還是主要想問幾個關於咱們中控這邊飲料業務相關問題
[3227.14-3231.14] 也是非常想聽聽董事長的一個智慧和見解的一個分享
[3231.14-3234.14] 然後第一個問題就是還是在於
[3234.14-3237.14] 就是這幾年也遇到茶飲料這一塊
[3237.14-3241.14] 過去幾年其實大陸的無糖茶確實也是發展很快
[3241.14-3244.14] 像去年董事長也是提到這個千坟大禮
[3244.14-3247.14] 然後我們中控這邊去年也是奮起腳力來提到這個問題
[3247.14-3250.14] 但是這也是取得了比較好的一個成果
[3250.14-3255.14] 包括今年整個25年其實無糖茶產品線也是有一些擴容
[3255.14-3261.14] 然後一方面確實我們統一中控在綠茶品類其實還是有個很強的品牌認知
[3261.14-3267.14] 然後另外一方面看到整個大陸現在無糖茶還是非常的一個內捲的一個態勢
[3267.14-3272.14] 就想請教一下董事長我們去年其實賣出了無糖茶的一大部分
[3272.14-3276.14] 那麼今年和明年我們這個無糖茶是希望怎麼走這個步伐
[3276.14-3281.14] 是希望比較平穩還是小步快跑還是希望可以比如說大幅流行
[3281.14-3285.14] 然後剛剛其實董事長也提到這個無糖茶是一個很拼內功的一個產品
[3285.14-3288.14] 就是能不能請董事長也介紹分享一下
[3288.14-3292.14] 就是這幾年我們在無糖茶的內功這一塊有哪些進步
[3292.14-3297.14] 對這是第一個問題要麼是要麼先請董事長介紹一下
[3297.14-3299.14] 然後我後面幾個問題再提出來
[3299.14-3303.14] 好我先回答您剛剛那個問題就是關於茶飲料來講
[3303.14-3305.14] 現在茶飲料真的是
[3306.14-3309.14] 大概是雷陣雨下的是輕盆大雨一樣
[3309.14-3312.14] 所以這個東西我記得以前也跟您報告過
[3312.14-3319.14] 其實無糖茶在整個市場來講是我們第一個推出的
[3319.14-3321.14] 我們在2006年就推出了
[3321.14-3327.14] 但問題是市場太寂寞人也變得很寂寞所以就沒做下去
[3327.14-3333.14] 一直到去年突然發現天在下大雨的時候我們身上是乾的很可惜
[3333.14-3334.14] 所以不是我們的產品有問題
[3334.14-3336.14] 是我們自己的修養出來了
[3336.14-3338.14] 所以我們就不想再做這個問題
[3338.14-3340.14] 那這個部分來講的話就是我剛剛講的
[3340.14-3344.14] 在中國大陸的市場裡面這麼大的一個市場裡面
[3344.14-3349.14] 恆心跟耐力是一個很重要的一個元素
[3349.14-3351.14] 那這兩個跟專業都沒有關係
[3351.14-3353.14] 這個是個人修為的問題
[3353.14-3355.14] 那這種情況下來講的話
[3355.14-3363.14] 我們在茶飲料上面來講我們在台灣的根基本來就有相當的這個根基
[3363.14-3365.14] 所以現在永遠也不嫌晚
[3365.14-3368.14] 現在在努力的去追趕中
[3368.14-3372.14] 當然在無糖茶裡面就像我剛剛所報告的一樣
[3372.14-3382.14] 在工藝上面來講以前我們可以用調味或者用糖去掩蓋一些我們技術上不足的地方
[3382.14-3386.14] 現在是真金白銀就什麼都沒有了
[3386.14-3389.14] 就像不化妝一樣素顏那很可怕
[3389.14-3392.14] 那就是真的要很好要天生立直
[3392.14-3395.14] 那這個就真的需要好好的去練功了
[3395.14-3397.14] 那這個部分來講的話
[3397.14-3398.14] 我們有相當的優勢
[3398.14-3401.14] 但是我們也發現不足的地方也有很多
[3401.14-3404.14] 那所以這個部分我們還是繼續的會去發展
[3404.14-3409.14] 那您剛剛講這些形容詞我不太清楚
[3409.14-3412.14] 因為每一個人的標準不太一樣
[3412.14-3415.14] 對我們來講就是穩定這兩個字
[3415.14-3417.14] 那有人把穩定變成小小碎步
[3417.14-3419.14] 有的人是積極前進
[3419.14-3421.14] 有的人是徐步向前
[3421.14-3424.14] 那我不曉得您的期望值是怎樣
[3424.14-3425.14] 那就是這個問題
[3425.14-3428.14] 還是回到我剛剛的一個總結
[3428.14-3430.14] 就是我希望我們的組織
[3430.14-3436.14] 每一年大概可以保持6到8個百分比的一個
[3436.14-3438.14] 過去可能會說12個百分比
[3438.14-3441.14] 但我現在覺得整個大環境下12個百分比
[3441.14-3444.14] 可能也太積極了一點
[3444.14-3446.14] 也許不需要這樣子
[3446.14-3448.14] 我們調整到6到8個百分比
[3448.14-3449.14] 這很穩健
[3449.14-3451.14] 那超過8個百分比呢
[3451.14-3452.14] 如果是真的很健康的
[3452.14-3454.14] 那我們就來專案處理
[3454.14-3456.14] 那正常情況下
[3456.14-3460.14] 我們就把它維持在這個很穩健的一個進步
[3460.14-3462.14] 因為我們的分母會越來越大
[3462.14-3466.14] 假設我們很穩健的成長的話
[3466.14-3468.14] 哪怕5個百分比
[3468.14-3471.14] 一年所能夠創造的絕對值也是相當可觀的
[3471.14-3473.14] 但更重要的是
[3473.14-3476.14] 你所創造出來的增加的這個分母
[3476.14-3480.14] 它是不是好的品質
[3480.14-3481.14] 這個是比較重要
[3481.14-3483.14] 所以這個是我們所努力的
[3483.14-3487.14] 我不知道這個穩定的定義
[3487.14-3489.14] 是不是符合您的期待
[3489.14-3490.14] 好 謝謝
[3490.14-3491.14] 好的
[3491.14-3493.14] 謝謝羅董事長
[3493.14-3494.14] 非常清楚
[3494.14-3497.14] 對 然後我還有兩個問題再提一下
[3497.14-3499.14] 就是除了無糖茶之外
[3499.14-3502.14] 這幾年也是看到大陸市場
[3502.14-3505.14] 這個植物茶飲料似乎在加速
[3505.14-3507.14] 包括像大麥茶 養生茶這些的
[3507.14-3510.14] 包括各種的這種百分之百的純果汁
[3510.14-3511.14] 市場的聲浪也在放大
[3511.14-3512.14] 然後
[3512.14-3515.14] 然後咱們統一中共一直也是有這個
[3515.14-3517.14] 百分之百NFC的果汁
[3517.14-3521.14] 然後我們集團體下也是有這個熊基養生茶
[3521.14-3525.14] 我不知道就是董事長怎麼看這個植物機
[3525.14-3526.14] 這一塊的一個飲料的發展
[3526.14-3531.14] 然後包括我們中共未來會不會引入養生茶這個產品
[3531.14-3534.14] 對 然後另外一個就是順便也接著問了就是
[3534.14-3537.14] 這幾年過去大家似乎很擔心這個無糖
[3537.14-3540.14] 會分流掉這個有糖飲料的一個增長
[3540.14-3541.14] 但是從過去兩年來
[3541.14-3544.14] 看起來似乎並不是這樣的
[3544.14-3547.14] 包括我們自己的有糖茶飲料也是增長很快
[3547.14-3549.14] 然後包括看到去年下半年
[3549.14-3552.14] 其實這個可樂 碳酸也在復甦
[3552.14-3555.14] 所以說也想聽聽就是董事長對於
[3555.14-3558.14] 就是我們未來有糖飲料的這樣一個看法
[3558.14-3560.14] 包括未來我們有糖飲料
[3560.14-3563.14] 進一步繼續保持一個比較好的一個增長空間
[3563.14-3565.14] 在哪方面 謝謝董事長
[3565.14-3567.14] 好 你剛剛我先回答你關於有糖跟無糖
[3567.14-3569.14] 我覺得這個基本上來講
[3569.14-3572.14] 它是青菜蘿蔔各取所好
[3572.14-3575.14] 所以現在雖然市場上很流行無糖茶
[3575.14-3581.14] 但是我們去觀察一下整個糖的用量
[3581.14-3584.14] 其實這也不只是某一個市場 是全世界
[3584.14-3588.14] 現在大家都在談什麼養生 健康什麼東西
[3588.14-3590.14] 但是大家會不會很好奇
[3590.14-3593.14] 全世界糖的用量還在不斷的在增加
[3593.14-3595.14] 那請問到哪裡去了
[3595.14-3597.14] 所以這個東西就是常常我們
[3597.14-3598.14] 一個盲點來講就是我們有糖的用量
[3598.14-3601.14] 一個盲點就是當我們發現一件事情的時候
[3601.14-3604.14] 我們會把其他存在的事情都暫時抹殺掉
[3604.14-3608.14] 所以我個人的認為是各有賽道
[3608.14-3610.14] 它中間可能會有一些取代性
[3610.14-3614.14] 但是至少到目前看起來它並沒有衝突性
[3614.14-3617.14] 它還是會各自的去增長
[3617.14-3621.14] 所以我也看到很多業界開始有點走火入魔
[3621.14-3625.14] 甚至有看到巧克力公司也要做無糖的
[3625.14-3628.14] 我不知道冰淇淋要做無糖的
[3628.14-3630.14] 你就不要吃就好啦
[3630.14-3632.14] 幹嘛把自己搞得那麼痛苦呢
[3632.14-3633.14] 就很奇怪
[3633.14-3638.14] 所以我覺得這個東西還是有一個所謂口腹之慾
[3638.14-3642.14] 你今天有糖你也不能把它弄得太甜膩不好喝
[3642.14-3645.14] 你今天無糖有無糖的滋味
[3645.14-3648.14] 你也不能因為它沒有了糖變得不好喝
[3648.14-3652.14] 放到嘴巴裡面好吃好喝還是一個最重要的元素
[3652.14-3656.14] 因為你不會虐待你自己把一個不好吃不好喝的東西
[3656.14-3657.14] 灌到你身體裡面
[3657.14-3658.14] 沒有這種
[3658.14-3659.14] 這種道理
[3659.14-3662.14] 所以這個部分來講的話我覺得是
[3662.14-3664.14] 應該是可以併進的
[3664.14-3666.14] 那您剛提到一些養生飲料
[3666.14-3669.14] 您剛的問題其實有點矛盾
[3669.14-3673.14] 您問我說統一會不會去發展這個產品
[3673.14-3676.14] 但是您剛後面有講說統一已經有了這個產品
[3676.14-3678.14] 所以這個問題好像已經不存在
[3678.14-3682.14] 但在資源配置上面來講
[3682.14-3686.14] 我只能講說這個產品我們有
[3686.14-3687.14] 但是現階段我們不會花太多錢
[3687.14-3694.14] 我們會讓它很正常的去運作去成長
[3694.14-3699.14] 那比方說韓國雄金的一些產品在這方面來講也很有特色
[3699.14-3701.14] 所以不管在臺灣也好
[3701.14-3703.14] 在中國大陸市場也好
[3703.14-3705.14] 甚至在東南亞市場也好
[3705.14-3707.14] 我們都開始陸陸續續引進
[3707.14-3710.14] 但是我們不期望它會有很快速的一個增長
[3710.14-3712.14] 因為它是屬於一個特定的族群
[3712.14-3715.14] 那我們現在還是會放在一個大品類上面
[3715.14-3716.14] 因為這是一個很重要的一個產品
[3716.14-3719.14] 所以這是一個很簡單的算數問題
[3719.14-3722.14] 在一個一年有好幾百億的品類裡面
[3722.14-3724.14] 這個是不需要去教育的
[3724.14-3727.14] 已經是現在存在的市場裡面
[3727.14-3728.14] 如果你努力一點
[3728.14-3731.14] 你可以從市場分實一點
[3731.14-3733.14] 哪怕是一個百分比 兩個百分比
[3733.14-3735.14] 那出來的絕對值
[3735.14-3740.14] 可能要去比你現階段去教育消費者
[3740.14-3742.14] 這所謂的養生產品
[3742.14-3744.14] 我覺得比較務實一點
[3744.14-3745.14] 因為這些東西假設是生產品
[3745.14-3748.14] 這些東西假設如果時間可以流長的久
[3748.14-3752.14] 你永遠不會有所謂比較慢到的這個東西
[3752.14-3754.14] 到最後還是品牌
[3754.14-3757.14] 你的組織能力可以彌補你的時間上的這個缺點
[3757.14-3759.14] 所以對於我們公司來講的話
[3759.14-3761.14] 我們現在還是希望
[3761.14-3763.14] 在茶上面來講
[3763.14-3767.14] 綠茶我們已經取得了非常好的一個市場地位
[3767.14-3771.14] 紅茶我們充滿了潛力無限的這個機會
[3771.14-3773.14] 花茶我們也有產品
[3773.14-3775.14] 烏龍茶我們也有產品
[3775.14-3777.14] 我們也開始在佈局
[3777.14-3780.14] 奶茶那更不要講現在是市場上的一個
[3780.14-3782.14] 非常絕對的一個壟斷地位
[3782.14-3784.14] 所以基本上來講的話
[3784.14-3786.14] 我們各式的茶品都有
[3786.14-3790.14] 但是在資源配置還有公司的優先順序上面來講的話
[3790.14-3792.14] 我們還是有自己的一個節奏
[3792.14-3794.14] 好 謝謝
[3794.14-3796.14] 好的 如果線上還有提問的人
[3796.14-3799.14] 再請線上主持人接入
[3799.14-3802.14] 沒問題 我們線上還有Gorman Sex 鍾宏達
[3802.14-3803.14] 請提問
[3803.14-3804.14] 喂 可以聽見嗎
[3805.14-3807.14] 可以
[3807.14-3809.14] 感謝管理層給我提問機會
[3809.14-3812.14] 我有兩個也是關於中控的問題
[3812.14-3813.14] 第一個首先是
[3813.14-3814.14] 剛剛管理層也提到說
[3814.14-3815.14] 這個市場其實非常大
[3815.14-3817.14] 我們想堅持走自己的路
[3817.14-3819.14] 也希望管理層可以更多的分享一下
[3819.14-3821.14] 如果說從長期的這個空間去看
[3821.14-3824.14] 我們現在應該是在哪些方面是多費一些功夫
[3824.14-3827.14] 或者說哪些空間可以再去多努力
[3827.14-3829.14] 可能才能去保持
[3829.14-3831.14] 盡量在這個避免一些競爭的情況下
[3831.14-3833.14] 獲取這個麵和飲料的市場份額
[3833.14-3834.14] 第二個問題是
[3834.14-3837.14] 因為其實看到現在有這個限制茶飲的門店
[3837.14-3839.14] 也是推出了非常多的這個品類
[3839.14-3841.14] 以及更低價格帶的產品
[3841.14-3842.14] 我想理解一下
[3842.14-3844.14] 因為從消費者飲用量的角度
[3844.14-3847.14] 也是我們飲料行業飲料領域的這個潛在的競爭者
[3847.14-3849.14] 我們如何去思考說這個RTD飲料的板塊
[3849.14-3852.14] 現在這個行業階段以及說未來成長的確定性
[3852.14-3853.14] 謝謝
[3853.14-3855.14] 好 您剛的那個提問來講
[3855.14-3857.14] 就是關於我們的成長空間
[3857.14-3859.14] 成長空間部分來講
[3859.14-3862.14] 我還是回到一個個人修養的問題
[3862.14-3863.14] 就是
[3863.14-3867.14] 你如果每天只去關心消費者的話
[3867.14-3871.14] 你會發現很多事情你還沒有做好
[3871.14-3873.14] 但是實際的情況來講的話
[3873.14-3876.14] 我們通常會花比較多的時間
[3876.14-3879.14] 去關心別人今天穿什麼衣服
[3879.14-3881.14] 做什麼髮型
[3881.14-3883.14] 所以精神上就失去了
[3883.14-3885.14] 所以其實決定我們命運的人
[3885.14-3887.14] 不是我們的同業
[3887.14-3889.14] 是消費者
[3889.14-3891.14] 消費者每天在面臨無限的一個選擇
[3891.14-3893.14] 所以我們應該是多花時間
[3893.14-3895.14] 去想想消費者
[3895.14-3898.14] 到底真正需要什麼東西
[3898.14-3903.14] 特別是在他們現在眼前有那麼多的一個選擇的時候
[3903.14-3904.14] 他為什麼要選擇你
[3904.14-3907.14] 這是一個非常有趣的一個大哉問
[3907.14-3910.14] 我覺得我們很努力的在做這一點
[3910.14-3911.14] 那在這個市場裡面
[3911.14-3914.14] 我們也看到非常一個有趣的現象
[3914.14-3915.14] 就是
[3918.14-3919.14] 沒有最低價
[3919.14-3921.14] 只有更低價
[3921.14-3923.14] 那容量呢
[3923.14-3925.14] 沒有最大量
[3925.14-3927.14] 只有更大量
[3927.14-3930.14] 所以大家從一個商業的邏輯來看
[3930.14-3933.14] 東西是越賣越大
[3933.14-3934.14] 越賣越多
[3934.14-3936.14] 價錢是越賣越低
[3936.14-3939.14] 這個怎麼能夠持續呢
[3939.14-3942.14] 但是業界的現象大概就是這樣
[3942.14-3945.14] 所以我們的思考是
[3945.14-3948.14] 在不同的場景裡面
[3948.14-3952.14] 消費者對於某一個食用的最適合量是多少
[3953.14-3955.14] 我們去想這個問題
[3955.14-3958.14] 所以同樣即使是綠茶
[3958.14-3959.14] 我的同仁告訴我
[3959.14-3965.14] 現在中國很流行喝一公升的飲料
[3967.14-3969.14] 我剛開始是反對的
[3969.14-3970.14] 因為
[3971.14-3975.14] 我們醫生也建議我們一天喝1500cc
[3975.14-3977.14] 我一個茶我就喝掉三分之二
[3977.14-3979.14] 那我還要喝其他什麼東西
[3981.14-3982.14] 但是
[3982.14-3984.14] 後來我們發現
[3984.14-3985.14] 我們也有迷思
[3985.14-3988.14] 我們跑到外面去看到外賣小哥
[3988.14-3991.14] 他這個容量就有他的價值性
[3991.14-3994.14] 所以後來我們就同意去做這個東西
[3994.14-3997.14] 所以這個是我要談的就是說
[3997.14-4001.14] 在這個定位上面來講要很清楚
[4001.14-4003.14] 就是不同的場景
[4003.14-4004.14] 不同的心情
[4004.14-4006.14] 同樣的商品
[4006.14-4008.14] 他可能會有不同的一個表現方式
[4008.14-4010.14] 這個其實是對我們做營銷的人
[4010.14-4012.14] 最挑戰的一個方式
[4012.14-4014.14] 我們要做的一個方式
[4014.14-4015.14] 所以有的時候
[4015.14-4017.14] 並不是說商品本身出了問題
[4017.14-4019.14] 而是商品
[4019.14-4020.14] 跑錯了地方
[4020.14-4022.14] 跑錯了時間
[4022.14-4024.14] 他就沒有辦法表現
[4024.14-4030.14] 這個部分其實是我們最需要最努力去把它定位清楚的地方
[4030.14-4031.14] 如果定位清楚的話
[4031.14-4034.14] 我前面所講的很多的廢動作
[4034.14-4037.14] 它就自然的可以不存在
