[0.00-16.40] 各位投資先進大家午安
[3329.82-3331.62] 2025年剛剛提到
[3332.12-3333.92] 今天的變數
[3334.18-3336.22] 比往年又更多特別是在
[3336.48-3338.26] 關稅這方面的影響
[3338.52-3339.80] 還有這個
[3340.06-3342.36] 匯率上面的影響
[3342.62-3344.16] 那戰爭等等
[3344.42-3347.22] 大家都會讓今年的條件更高
[3347.48-3348.50] 那我們
[3348.76-3350.82] 本的兢兢業業的精神
[3351.06-3351.84] 期待
[3352.10-3355.42] 今年的成績能夠看到比去年更好
[3355.68-3356.70] 這是我們
[3356.96-3358.24] 整個團隊
[3358.50-3359.26] 一直
[3359.82-3361.10] 在致力的方向
[3361.36-3362.12] 我希望
[3362.38-3362.90] 能夠
[3363.14-3366.48] 克服種種困難最後能夠交出
[3366.74-3368.26] 合理的成績
[3368.78-3370.82] 至於最後還有一個問題
[3372.36-3374.16] 先進問到這個
[3374.42-3376.72] 我們是不是在減資上面
[3378.26-3380.30] 的這個政策是不變的
[3380.56-3381.84] 那這個我答案是
[3382.10-3383.62] 很清楚的這個
[3383.88-3384.66] 我們
[3385.16-3385.94] 還是會減資
[3386.18-3388.74] 那這個減資上次已經做過說明
[3389.26-3389.78] 這個是
[3390.08-3391.10] 會讓
[3391.36-3392.90] 減資的安排
[3393.14-3394.94] 能夠最後能夠創造
[3395.20-3395.70] 給
[3395.96-3397.24] 這個我們的股東
[3397.50-3399.30] 更好的這樣的回饋
[3399.54-3400.58] 所以
[3400.82-3402.88] 我這次就不再做細部
[3403.14-3406.72] 重複說明但是減資的這個大方向
[3406.98-3409.28] 是會不變會繼續下去
[3409.54-3410.82] 希望各位
[3411.06-3412.34] 股東支持
[3412.60-3413.12] 我們
[3413.38-3415.16] 通過種種的這些安排
[3415.42-3417.46] 最後能夠
[3417.98-3418.50] 這個
[3418.74-3419.52] 來給我們股東
[3420.08-3421.10] 絕對會是
[3421.36-3423.14] 越來越好的回饋
[3423.40-3424.42] 跟越來
[3424.68-3425.96] 為好的貢獻
[3426.22-3426.98] 謝謝大家
[3427.24-3429.80] 我們這個問題就回答到這裡
[3430.06-3430.58] 謝謝
[3433.64-3436.72] 目前線上的提問皆以會總回覆
[3436.98-3439.54] 今日法說會將到此結束
[3439.78-3445.94] 謝謝各位嘉賓參與加斯達科技股份有限公司2025年第1季
[3446.18-3447.98] 線上法人說明會
[3448.50-3449.78] 我們將於會後
[3450.08-3452.12] 上傳今日的影音檔案
[3452.38-3454.42] 再次感謝您的參與
[3454.68-3456.74] 您現在可以離線了
