[0.00-20.22] 欢迎各位投资先进参加台湾聚合化学品股份有限公司
[2897.50-2898.50] 第一季的展望
[2898.50-2899.50] 第一條
[2899.50-2900.50] 那個上半年
[2900.50-2902.50] 關我需求的產望
[2902.50-2903.50] 那這個在亞軍那邊
[2903.50-2905.50] 他已經有說明了
[2905.50-2906.50] 我們看第二條
[2906.50-2908.50] 那第二條是
[2908.50-2911.50] 美國對中國太陽能製裁
[2911.50-2913.50] 所以中國太陽能產業有
[2913.50-2914.50] 五月來
[2914.50-2916.50] 太古印尼等地設產
[2916.50-2919.50] 那隨著這些到
[2919.50-2921.50] 外地東南亞或者是
[2921.50-2923.50] 印度等地設產
[2923.50-2925.50] 那我們公司的客戶
[2925.50-2926.50] 也有去
[2926.50-2927.50] 所以我們的銷售量
[2927.50-2928.50] 也有到
[2928.50-2929.50] 這些地方
[2929.50-2930.50] 那未來
[2930.50-2931.50] 我們
[2931.50-2933.50] 會因應這樣的情況
[2933.50-2935.50] 中國的供應態度
[2935.50-2938.50] 那建設生產力還降回過
[2938.50-2940.50] 那我們銷售大陸
[2940.50-2941.50] 這些東南亞地區
[2941.50-2942.50] 我們算美金的嘛
[2942.50-2944.50] 那大家都是免稅
[2944.50-2945.50] 不是
[2945.50-2946.50] 但是銷售免稅
[2946.50-2947.50] 美金地方免稅
[2947.50-2948.50] 越南還是免稅
[2948.50-2949.50] 那如果銷售大陸
[2949.50-2950.50] 要供過去的
[2950.50-2951.50] 我們太陽稅
[2951.50-2952.50] 大家都一樣平等
[2952.50-2953.50] 可是到大陸
[2953.50-2954.50] 我們不平等
[2954.50-2955.50] 我們進去要關稅
[2955.50-2956.50] 然後大陸生產
[2956.50-2957.50] 本身地方自己沒有關稅
[2957.50-2958.50] 所以我們銷售地區
[2958.50-2959.50] 關我的
[2959.50-2960.50] 我們量會降低
[2960.50-2961.50] 然後銷售地區
[2961.50-2963.50] 會影響中國大陸
[2963.50-2964.50] 但是
[2964.50-2965.50] 我們客戶大陸的需求
[2965.50-2966.50] 我們少了
[2966.50-2967.50] 所以我們銷售地區
[2967.50-2968.50] 關我的
[2968.50-2969.50] 我們量會降低
[2969.50-2970.50] 然後銷售地區
[2970.50-2971.50] 關我的
[2971.50-2972.50] 我們量會降低
[2972.50-2973.50] 然後銷售地區
[2973.50-2974.50] 會影響中國大陸的需求
[2974.50-2975.50] 我們少量的
[2975.50-2976.50] 我們供應大陸地區
[2976.50-2977.50] 另外
[2977.50-2978.50] 要高市化
[2978.50-2979.50] 高市化
[2979.50-2980.50] 差一萬長品
[2980.50-2981.50] 來分散光譜的
[2981.50-2982.50] 市場風險
[2982.50-2983.50] 這個我們已經在做
[2983.50-2984.50] 已經在做
[2984.50-2985.50] 那也部分的
[2985.50-2986.50] 成果
[2986.50-2987.50] 那要再
[2987.50-2988.50] 那成果要擴大
[2988.50-2989.50] 這個要讓長品做得更好
[2989.50-2990.50] 那這些都是在
[2990.50-2991.50] 目前都進行規劃
[2991.50-2992.50] 那已經
[2992.50-2993.50] 目前規公的部分
[2993.50-2994.50] 已經
[2994.50-2995.50] 已經
[2995.50-2996.50] 目前規公的部分
[2996.50-2997.50] 已經
[2997.50-2998.50] 要在
[2998.50-2999.50] 那進行
[2999.50-3001.58] 光的量、光的品質
[3001.58-3003.02] 那已經在公演
[3003.02-3005.50] 那為了要改善更好的品質
[3005.50-3007.82] 增加光量的話
[3007.82-3009.90] 我們也在做一些投資
[3009.90-3012.06] 那陸陸續續再往後的前
[3012.06-3015.42] 這個量將來準備慢慢越來越大
[3015.42-3018.66] 那另外新增產的
[3018.66-3020.58] 現在都是在光骨
[3020.58-3023.66] 不然就是軟料、硬量、方號的這些東西
[3023.66-3026.22] 或者是低端的外天
[3026.22-3028.62] 熱熔膠的這些比較少
[3028.62-3031.58] 熱熔膠要貨中現場也就是高壓
[3031.58-3033.98] 現在貨中的大部分是軟式
[3033.98-3035.42] 會跟骨骼一樣
[3035.42-3038.22] 所以做熱熔膠的量
[3038.22-3039.66] 新的產品少
[3039.66-3042.22] 那這個也是我們將來
[3042.22-3045.66] 甚至我們會舉行一個新的生產設備
[3045.66-3047.50] 所以熱熔膠也是
[3047.50-3050.22] 對目前這些新增產品
[3050.22-3051.42] 一些差異化的強點
[3051.42-3052.86] 也是我們準備的
[3052.86-3055.42] 在發展方向的實力
[3055.42-3057.74] 那另外在品質方面
[3057.74-3058.58] 市場的
[3058.58-3062.66] 所以現在經濟批准
[3062.66-3065.62] 導致市場內銷的市場需求有衰減
[3065.62-3068.50] 雖然我們有擴展外銷
[3068.50-3073.18] 一些客戶來補這些流失的地理販
[3073.18-3076.18] 但近期中東平市再度緊張
[3076.18-3079.30] 那是對國際運動造成影響
[3079.30-3080.98] 還需要觀察
[3080.98-3082.34] 簡單講就是
[3082.34-3084.74] 畢竟目前在本期間內
[3084.74-3086.34] 如果全球經濟變化改觀
[3086.34-3088.54] 整個市場化業也預估大概
[3088.58-3092.98] 2028年以後才會有辦法消化那些新增的產品
[3092.98-3094.02] 所以在這年內
[3094.02-3095.70] 品質也是蠻辛苦
[3095.70-3096.90] 但基本上
[3096.90-3099.70] 台積的品質都是這幾年來
[3099.70-3101.86] 都是小賺跟小貴
[3101.86-3103.02] 差距不是大
[3103.02-3104.26] 肚子是在地的鹽
[3104.26-3106.94] 因為就是大賺
[3106.94-3108.70] 不是大賺就是大貴
[3108.70-3110.22] 如果沒有差異化產品
[3110.22-3112.66] 將來就會有大貴的
[3112.66-3115.46] 但是品質是平平的
[3115.46-3117.30] 好那以上是我的報告
[3117.30-3118.42] 那接著下禮後
[3118.58-3120.10] 我們就來快進接力
[3120.10-3122.02] 來做產品發表的報告
[3145.54-3147.34] 各位貴賓下午好
[3147.34-3148.54] 那接著來看到
[3148.58-3153.14] 台積公司2024年度的財務報表資訊
[3153.14-3154.54] 那我們首先看到
[3154.54-3158.58] 台積公司2024年度的個體稅印要
[3158.58-3161.06] 那台積公司個體的銷貨收入
[3161.06-3164.34] 在2024年度是88億
[3164.34-3167.42] 那較去年度減少有26億
[3167.42-3170.10] 那銷貨收入較去年度減少
[3170.10-3172.38] 主要是因為EPA產品的售價
[3172.38-3174.94] 以及銷量減少約近兩成
[3174.94-3178.42] 所以銷貨收入較去年度減少了
[3178.58-3181.42] 銷貨成本89.64億
[3181.42-3184.14] 那銷貨成本本年度因為受到
[3184.14-3186.90] 電價上漲以及成本上漲
[3186.90-3189.34] 產量減少等不利影響
[3189.34-3193.62] 所以總計銷貨成本89.64億
[3193.62-3196.62] 那因為售價下跌成本上漲
[3196.62-3201.02] 所以銷貨毛利的虧損是1.43億
[3201.02-3203.50] 毛利率負的1%
[3203.50-3206.82] 那銷管費用4.56億
[3206.82-3208.42] 年份費用1.33億
[3208.58-3213.22] 總計營業費用是5.89億
[3213.22-3215.62] 那營業費用5.89億
[3215.62-3219.14] 裡面主要是運費增加有3700萬
[3219.14-3223.14] 那人事等管理成本減少有5000萬
[3223.14-3227.98] 所以營業費用較去年度減少有1300萬
[3227.98-3231.94] 那排去個體的營業虧損7.3億
[3231.94-3234.74] 營業淨利率負的8%
[3234.74-3238.14] 業外的損失16.58億
[3238.58-3241.14] 裡面主要是排居公司
[3241.14-3246.14] 依照權益法認列股內16.94%的投資損失
[3246.14-3251.14] 所以總計認列股內13.26億的投資損失
[3251.14-3255.22] 那另外排居公司依照權益法認列合併子公司
[3255.22-3260.22] 華夏台大挂岩齊仰俱人子公司的轉投資公司的虧損
[3260.22-3263.22] 總計認列了5億的投資公司的虧損
[3263.22-3264.22] 所以業外損失16.58億裡面主要是來自於權益法認列股內16.2億的投資損失
[3268.58-3271.14] 總計有17.6億
[3271.14-3275.34] 那排居個體的稅前損失是23.89億
[3275.34-3278.14] 扣除所稅利之後的稅後淨利
[3278.14-3281.14] 淨損失21.47億
[3281.14-3283.14] 每股虧損2元
[3283.14-3287.14] 那接下來看一下排居2024年度的合併損益表
[3287.14-3292.14] 2024年度合併的銷貨收入510億
[3292.14-3297.14] 那這合併的銷貨收入是合併子公司華夏台大洋具等合併子公司的合併損益表
[3297.14-3299.14] 合併子公司華夏台大洋具等合併子公司的合併損益表
[3299.14-3301.14] 還在加上排居其本身的銷貨收入
[3301.14-3303.14] 所以總計有50億
[3303.14-3306.14] 較去年度減少12.6億
[3306.14-3309.14] 合併的銷貨成本487億
[3309.14-3311.14] 增加20億
[3311.14-3313.14] 2月各合併公司在2024年度
[3313.14-3317.14] 因為產品的售價下跌原料成本上漲
[3317.14-3319.14] 所以利差減少
[3319.14-3324.14] 合併的銷貨毛利22.97億減少33億
[3324.14-3327.14] 合併的毛利率4%減少7.9億
[3327.14-3330.14] 相反費用37.88億
[3330.14-3332.14] 增加2.7億
[3332.14-3335.14] 主要就是運費增加有2.95億
[3335.14-3337.14] 合併的一年虧損20億
[3337.14-3340.14] 合併的一年外支出35億
[3340.14-3342.14] 35億裡面主要是合併子公司
[3342.14-3347.14] 續投公司依照權益法認列補雷50%的投資損失
[3347.14-3354.14] 所以總計合併認列補雷39.2億的投資損失
[3354.14-3357.14] 那另外因為在本年度因為投資損失
[3357.14-3358.14] 財力貶值
[3358.14-3362.14] 所以合併產生的兌換利益有2.5億
[3362.14-3365.14] 那以及認列合併的股息收入也有1.5億
[3365.14-3369.14] 所以總計業外的損失35.09億
[3369.14-3372.14] 合併的稅前虧損55.18億
[3372.14-3377.14] 後出所稅運之後的合併稅後虧損49億
[3377.14-3381.14] 49億裡面屬於台稅虧損是21.47億
[3381.14-3386.14] 那合併產生的非公置權益的損失有27.62億
[3387.14-3389.14] 那接下來看一下
[3389.14-3393.14] 台積公司合併財務報表的比率分析
[3393.14-3398.14] 在2024年度合併的營業利益率負的4%
[3398.14-3400.14] 存益率負的10%
[3400.14-3402.14] 那主要是因為在跟去年相比
[3402.14-3405.14] 那主要是因為各公司的獲利都減少
[3405.14-3408.14] 那另外因為業外與認列補雷投資損失
[3408.14-3412.14] 所以營業利益率跟存益率都較去年度減少
[3412.14-3416.14] 合併的負債佔資產比率40%
[3416.14-3418.14] 這個比率較去年度提高
[3418.14-3423.14] 主要是因為合併公司在2024年底的借款增加24億
[3423.14-3424.14] 那是24億裡面
[3424.14-3427.14] 台積公司的借款其實搶還了有10億
[3427.14-3429.14] 借款減少10億
[3429.14-3432.14] 那另外34億是來自於合併子公司的借款增加
[3432.14-3435.14] 所以負債佔資產比率40%
[3435.14-3437.14] 較去年底提高
[3437.14-3439.14] 人工比率196%
[3439.14-3441.14] 速凍比率143%
[3441.14-3444.14] 平均收績的天數41天
[3444.14-3446.14] 平均銷貨的天數52天
[3446.14-3449.14] 跟以往年度是大致維持
[3449.14-3453.14] 那接下來看一看美股盈餘股利的變化
[3453.14-3457.14] 在2024年度雖然本年度是稅後虧損
[3457.14-3459.14] 美股虧損2元
[3459.14-3461.14] 但是為了平衡股利政策的考量
[3461.14-3464.14] 以及避免股本過度的膨脹
[3464.14-3468.14] 所以董事會依照公司章程決議通過現金股利
[3468.14-3469.14] 美股0.2元
[3469.14-3474.14] 那這個現金股利上在今年5月29號股通常會決議
[3474.14-3476.14] 以後通過後發放
[3476.14-3477.14] 謝謝
[3477.14-3481.14] 那接下來進行我們Q&A的時間
[3483.14-3489.14] 好的非常感謝台G及兩區經營團隊帶來的解訪分享
[3489.14-3492.14] 那麼現在進行Q&A意見交流提問
[3492.14-3497.14] 那請經營團隊就報名階段事先蒐集到的問題
[3497.14-3499.14] 先同意我們回覆中平
[3504.14-3510.14] 我是台G及兩區經營團隊的余培基
[3510.14-3513.14] 現在來到我們的問答
[3513.14-3519.14] 並且請各位法人及媒體的先進提問
[3519.14-3527.14] 那首先我們先針對報名階段有一些同日先進提問的問題來先做回答
[3527.14-3533.14] 首先匯豐銀行一個Sandy小姐有問到說根據工業業研究團隊的預估
[3533.14-3537.14] 石化產能獲勝情況同年續到2028年才能去化
[3537.14-3542.14] 匯豐銀行的應用措施之一為全地朝向茶葉化產品轉型發達
[3542.14-3546.14] 是否能多說明這方面的細節以及目前的成果
[3546.14-3547.14] 那我請你講
[3547.14-3549.14] 有關柯銘處長回答
[3553.14-3554.14] 我真的這麼多秒
[3554.14-3558.14] 其實我們剛剛在我們兩區的情況裡面
[3558.14-3563.14] 還有兩區的情況裡面其實也可以看出一些發達問題
[3563.14-3566.14] 那兩區的應用業的產品
[3566.14-3572.14] 大家可以看到它的比較長的應用
[3572.14-3579.14] 包括工業的應用它的占比從3%降低為大概30%
[3579.14-3581.14] 大概3%左右
[3581.14-3587.14] 那這些量其實除了我們的行動之外
[3587.14-3590.14] 但是這是講占盲
[3590.14-3592.14] 那主要這些差異就是
[3592.14-3596.14] 因為我們去生產這個茶葉化產品
[3596.14-3600.14] 那應用在比如說是比較高的血糖
[3600.14-3604.14] 像我們的運動鞋的同樣非常Q
[3604.14-3606.14] 運動鞋一兩千塊的也能用
[3606.14-3609.14] 貴的我們就一萬千八千塊的也能用
[3609.14-3613.14] 那有些腰口特別比較高的這個運動鞋
[3613.14-3616.14] 它可以造成比較高的這個產量
[3616.14-3619.14] 所以我們過去的一兩年的時間
[3619.14-3621.14] 我們也非常積極篩選這些產品
[3622.14-3627.14] 那另外在一些特殊用途的電競電纜
[3627.14-3630.14] 電競電纜它其實也是一個很大的領域
[3630.14-3633.14] 那有一些不同的電競電纜
[3633.14-3636.14] 但是有一些很簡單的我們提到的
[3636.14-3639.14] 比如說是在高鐵或是機場
[3639.14-3645.14] 它會有些要求特別的一個部分
[3645.14-3647.14] 它會用一些比較高的原料
[3647.14-3651.14] 那這個也是過去我們努力看的方向
[3652.14-3654.14] 然後接著它也變成部分
[3654.14-3657.14] 但是我們就增加了這些新的產品
[3657.14-3659.14] 那這些新的產品我們沒有
[3659.14-3663.14] 單獨列一個站給大家
[3663.14-3666.14] 但是把它分散在
[3666.14-3670.14] 在發放線的應用裡面
[3670.14-3673.14] 所以主要是這邊
[3673.14-3676.14] 那亞非的部分其實大家可以看到
[3676.14-3678.14] 包括目前EBA
[3678.14-3681.14] 大家從前兩半都降低位
[3681.14-3683.14] 然後又進入了五週流
[3683.14-3686.14] 那除了大碳導致的同步期
[3686.14-3688.14] EBA的成長
[3688.14-3690.14] 包括了EBA的成長
[3690.14-3694.14] 那這邊也跟台軍的其他搭配
[3694.14-3696.14] 但是是在開發一些
[3696.14-3698.14] 特殊用途的EBA
[3698.14-3700.14] 包括這部分的台軍目前
[3700.14-3704.14] 這些產品的銷售量當然都是很高
[3704.14-3709.14] 主要是台軍這邊的銷售量比較多
[3709.14-3711.14] 就是以上的
[3711.14-3715.14] 那再來有第一產物包錢的呂小姐
[3715.14-3718.14] 還有李也春保持的持貨球企業
[3718.14-3720.14] 問到說公司對於古雷石化的
[3720.14-3723.14] 保持損失持貨有未來的規劃
[3723.14-3726.14] 今年漲萬還有預期多久後會歸屬
[3726.14-3728.14] 請總經理回答
[3732.14-3734.14] 關於古雷石化公司
[3734.14-3739.14] 我想整體的這個石化行業大環境
[3739.14-3741.14] 去年充滿挑戰
[3741.14-3745.14] 今年也不能夠太過輕忽
[3745.14-3747.14] 這個挑戰程度
[3747.14-3749.14] 關於古雷石化本身
[3749.14-3754.14] 我想會從兩個方面下手
[3754.14-3756.14] 一個是降本
[3756.14-3758.14] 這個叫降低成本
[3758.14-3760.14] 一個叫增效
[3760.14-3762.14] 增加效用
[3762.14-3768.14] 降本的部分主要是在它的底吸裂解爐
[3768.14-3769.14] 的部分
[3769.14-3773.14] 這個原料的方面來下手
[3773.14-3777.14] 主要的使用原料是氫油
[3777.14-3781.14] 古雷石化公司會去開拓
[3781.14-3785.14] 更多的氫油的供應來源
[3785.14-3788.14] 希望能夠取得更有成本
[3788.14-3791.14] 競爭力的氫油來源
[3791.14-3793.14] 除此之外
[3793.14-3798.14] 丙丁碗也是以西裂解爐的
[3798.14-3800.14] 進料選項
[3800.14-3805.14] 所以當用丙丁碗跟丁碗
[3805.14-3809.14] 作為裂解爐的進料
[3809.14-3814.14] 可以產生比氫油更好的效益的時候
[3814.14-3817.14] 古雷石化公司就會執行這個選項
[3817.14-3819.14] 所以總的來說
[3819.14-3822.14] 古雷石化公司除了剛才說的
[3822.14-3826.14] 氫油丁碗丁碗之外
[3826.14-3827.14] 也在考慮到
[3827.14-3832.14] 其他裂解爐進料的選項
[3832.14-3834.14] 總之就是希望能夠從
[3834.14-3836.14] 裂解爐進料的方面
[3836.14-3839.14] 想辦法降低成本
[3839.14-3841.14] 增加效益
[3841.14-3842.14] 這是其一
[3842.14-3847.14] 其二是古雷石化公司的產品
[3847.14-3852.14] 也會做一些產品組合的優化
[3852.14-3855.14] 從市場面看回來
[3855.14-3856.14] 在哪一些特定的市場上
[3856.14-3858.14] 在哪一個應用
[3858.14-3862.14] 能夠經過銷售渠道
[3862.14-3864.14] 產生更好的效益
[3864.14-3868.14] 古雷石化公司也會在這一方面做出努力
[3868.14-3873.14] 所以總之整個石化行業的研究程度
[3873.14-3880.14] 我想今年大家還是會比較正視
[3880.14-3884.14] 從古雷石化公司的角度來做
[3884.14-3885.14] 就是剛才說的
[3886.14-3890.14] 讓你成本增加效能
[3890.14-3893.14] 這兩方面做什麼來努力
[3893.14-3894.14] 謝謝
[3894.14-3898.14] 再來是護邦的陳小姐有問到說
[3898.14-3901.14] 今年碳費的徵收會有公司的影響
[3901.14-3903.14] 這一部分我們這邊參考
[3903.14-3906.14] 已經公告了碳費相關的法規
[3906.14-3908.14] 預期碳費的增加
[3908.14-3912.14] 成本增加的影響並不會太大
[3912.14-3916.14] 以上是報名階段的一些提問
[3916.14-3918.14] 不只是現場或者是現場的其他
[3918.14-3920.14] 我還在限定有其他問題
[3920.14-3923.14] 好的謝謝
[3923.14-3924.14] 從信進的提問
[3924.14-3926.14] 還有信進團隊補充說明
[3926.14-3930.14] 現在開放現場以及線上的提問
[3930.14-3932.14] 首先有請
[3932.14-3935.14] 想再了解一下PTA的價格
[3935.14-3937.14] 像我說從去年10月到現在
[3937.14-3940.14] PTA的產價也是都還不錯
[3940.14-3942.14] 我想問一下底下的報價
[3942.14-3945.14] 大概分價錢在什麼樣的位置去打
[3945.14-3948.14] 這個價格是可以有利潤的嗎
[3948.14-3951.14] 這個是因為我看接下來新增產
[3951.14-3952.14] 好像會比較落在下半年
[3952.14-3955.14] 那是不是上半年對這個時段來說
[3955.14-3957.14] 會不會是在現在這樣來的水準
[3961.14-3963.14] 你好
[3963.14-3964.14] 感謝您的請問
[3964.14-3967.14] 現在EU的這個價格
[3967.14-3969.14] 我們大概分為幾個
[3969.14-3972.14] 用光暈期的這個價格來看
[3972.14-3974.14] 光暈期的價格
[3974.14-3976.14] 大概是在1300塊錢
[3976.14-3978.14] 到1400塊左右
[3978.14-3981.14] 那光暈期的部分
[3981.14-3984.14] 其他的整個價格是稍微低一點
[3984.14-3986.14] 那台灣的高難度
[3986.14-3989.14] 或是台灣的玩家
[3989.14-3990.14] iFlo
[3990.14-3993.14] 在市場上的評價是稍微更高一點
[3993.14-3996.14] 大概普通的光暈期的價格
[3996.14-3999.14] 大概是在1300塊錢
[3999.14-4003.14] 或是290塊到1300塊之間
[4003.14-4004.14] 好
[4004.14-4007.14] 那這個軟量
[4007.14-4011.14] EU的軟量大概在26%到18%
[4011.14-4015.14] 大概是在1300塊到1300塊之間
[4015.14-4018.14] 那如果說是純粹的
[4018.14-4020.14] 通用的
[4020.14-4021.14] 應用的話
[4021.14-4024.14] 這個價格其實是有點奇怪
[4024.14-4027.14] 但是因為我們的產品
[4027.14-4030.14] 一方面在市場上的這個
[4030.14-4032.14] 這個流勢有稍微高一點
[4032.14-4034.14] 然後我們的競選稍微高一點
[4034.14-4037.14] 那還有我們開發一些
[4037.14-4039.14] 一些特殊的
[4039.14-4041.14] 不是通用機的產品
[4041.14-4044.14] 比如說洋劇的武器的這個價格
[4044.14-4046.14] 現在可能占價率是在
[4046.14-4049.14] 1300塊到1400塊之間
[4049.14-4053.14] 那如果以這樣的價位來講的話
[4053.14-4055.14] 可能相當就還好啦
[4055.14-4058.14] 那至於說我們剛提到的
[4058.14-4061.14] 自由參考的這些是有利的
[4061.14-4063.14] 那另外您提到的就是
[4063.14-4066.14] 上半年跟
[4066.14-4068.14] 上半年是不是可以維持這樣的價格
[4068.14-4071.14] 以目前來看的話
[4071.14-4073.14] 到我們
[4073.14-4075.14] 到目前為止我們對於
[4075.14-4077.14] 這樣的價格至少在
[4077.14-4079.14] 相對一點應該是
[4079.14-4082.14] 是在應該是可以維持在這個價位
[4082.14-4084.14] 但是因為現在這個EU的
[4084.14-4086.14] 這個價格的整個波動其實
[4086.14-4088.14] 蠻快的
[4088.14-4092.14] 所以我們也在密切觀察這樣的情況
[4092.14-4094.14] 那以目前的
[4094.14-4096.14] 通用的狀況來看的話
[4096.14-4100.14] 下一波的新增的產品可能是
[4100.14-4104.14] 6月份會維持這個價格
[4104.14-4106.14] 然後在下半年
[4106.14-4109.14] 9月份左右可能會推行這個產品
[4109.14-4112.14] 也要看他們在這個包廠的這個進度
[4112.14-4114.14] 所以我們也希望說
[4114.14-4117.14] 他們介抱上面也有其他的觀察
[4117.14-4120.14] 新增產品破產的速度
[4120.14-4122.14] 以及光復
[4122.14-4124.14] 產品因為它畢竟在
[4124.14-4126.14] EVA整個Hallel
[4126.14-4128.14] FollowMagnum的收視器
[4128.14-4130.14] 它的這個網路部門
[4130.14-4133.14] 對於EVA的價格其實影響蠻大的
[4133.14-4136.14] 我們一定會看這個EVA包容器
[4136.14-4137.14] 這個根據就
[4137.14-4139.14] 新聞就可以
[4139.14-4140.14] 連續
[4140.14-4144.14] 那目前為止看起來包容器它在
[4144.14-4147.14] 目前為止算是相對比較包容器
[4147.14-4148.14] 因為在過年
[4148.14-4149.14] 過年之前
[4149.14-4151.14] 在冬季的時候它是
[4151.14-4153.14] 比較淡
[4153.14-4155.14] 但之後的話它是
[4155.14-4157.14] 是最為之正常的
[4157.14-4158.14] 所以我們目前是在
[4158.14-4159.14] 相對的
[4159.14-4161.14] 一樣的效价
[4163.14-4166.14] 謝謝行進的提問和集團隊說明
[4166.14-4168.14] 請問現場或是線上的
[4168.14-4170.14] 先進考量提問的嗎
[4173.14-4174.14] 想問一下
[4174.14-4175.14] 剛剛有情報
[4175.14-4177.14] 提到說這個鼓勵政策
[4177.14-4178.14] 可能很多人覺得
[4178.14-4179.14] 會不會開會
[4179.14-4180.14] 肯定嗎
[4180.14-4182.14] 但是否則很關心
[4182.14-4184.14] 鼓勵發放的部分
[4184.14-4186.14] 然後可以稍微講一下說
[4186.14-4189.14] 比方新年發放比去年
[4189.14-4193.14] 好日子平坡是發放率大概多少
[4193.14-4195.14] 是有沒有簡單的有些
[4195.14-4197.14] 讓投資人可以知道
[4202.14-4204.14] 這邊回顧一下就是說
[4204.14-4207.14] 我們公司在這個考量鼓勵的時候
[4207.14-4210.14] 就是會依照公司的營運狀況
[4210.14-4213.14] 然後就是依照公司的章程來去
[4213.14-4215.14] 來去定定這個
[4215.14-4217.14] 可以發放的金額
[4217.14-4218.14] 在去年度
[4218.14-4220.14] 凱旭公司每股稅或是
[4220.14-4222.14] 虧損0.19元
[4222.14-4225.14] 去年度現金鼓勵發放是0.35元
[4225.14-4227.14] 主要是因為去年度
[4227.14-4229.14] BA產品也是一個過列產品
[4229.14-4231.14] 凱旭公司去年本也是
[4231.14-4233.14] 過例大概10億左右
[4233.14-4234.14] 所以就是說
[4234.14-4236.14] 當時是有提議發放現金鼓勵
[4236.14-4237.14] 0.35元
[4237.14-4238.14] 今年度
[4238.14-4240.14] 因為為了平衡一萬塊錢的
[4240.14-4242.14] 立法會的政策去
[4242.14-4244.14] 平衡鼓勵政策考量
[4244.14-4246.14] 另外也為了歷年
[4246.14-4248.14] 股本過度膨脹
[4248.14-4250.14] 所以董事會在今年3月的時候
[4250.14-4251.14] 是有決議
[4251.14-4254.14] 雖然今年是稅後虧損2元
[4254.14-4256.14] 這裡面因為也包括對
[4256.14-4259.14] 任命轉投資公司的投資損失等影響
[4259.14-4261.14] 所以決議
[4261.14-4263.14] 包括現金鼓勵是0.2元
[4263.14-4266.14] 這個部分在依照目前公司章程規定
[4266.14-4269.14] 是必須要等到股東會決議後
[4270.14-4272.14] 然後才會把目前是這樣子
[4272.14-4274.14] 謝謝
[4274.14-4276.14] 那講句這邊的話
[4276.14-4280.14] 112年的還是有過例0.25元
[4280.14-4282.14] 那當時是發了0.15元
[4282.14-4284.14] 那113年是虧損
[4284.14-4286.14] 1月是付了1.26
[4286.14-4288.14] 那我們是決議發了
[4288.14-4290.14] 0.25元的現金鼓勵
[4290.14-4292.14] 那總而言之這是要等
[4292.14-4295.14] 股東會確認然後貨才會去
[4295.14-4300.14] 好的那麼線上的先進有提問到
[4300.14-4302.14] 那想請問經營團隊
[4302.14-4306.14] 請問目前有看到亞洲同業廠商有關
[4306.14-4312.14] 有關停的計劃如中日寒場
[4312.14-4316.14] 有關停的計劃
[4316.14-4323.14] 以一月的這個場面來講
[4323.14-4328.14] 就是說它被提到的可能是比較上游的部分
[4328.14-4330.14] 那以一月來看的話
[4330.14-4337.14] 目前其實在大陸還有在其他環
[4337.14-4338.14] 那我只是比較難
[4338.14-4340.14] 我沒有跟你們談完
[4340.14-4344.14] 在大陸的這個比較大的產線
[4344.14-4346.14] 他們計價都是發行
[4346.14-4348.14] 因為這還有一點低潤的
[4348.14-4353.14] 那比如說你在臺灣來看的話
[4353.14-4356.14] 那其實還是在他們的電子銷量之上
[4356.14-4357.14] 好OK
[4357.14-4361.14] 而且去年倒是經營團隊的韓國
[4361.14-4365.14] 想要降價求售的消息
[4365.14-4372.14] 但是對於EBA的這些廠來看的話
[4372.14-4374.14] 目前我們只是還沒有
[4374.14-4377.14] 還是還沒有聽到說中國
[4377.14-4380.14] 是東南亞還是韓國
[4380.14-4384.14] 這邊有石化廠的EBA廠
[4384.14-4385.14] 都開了下去
[4385.14-4387.14] 然後要關門
[4387.14-4389.14] 所以我們也沒有看到
[4389.14-4390.14] 這個廠的專門
[4390.14-4393.14] 唯一只有一種可能是
[4393.14-4395.14] 中石化的石化的電子銷量
[4395.14-4399.14] 因為它在北京這上半年
[4399.14-4402.14] 提到說它可能是因為
[4402.14-4404.14] 這個方案其實可以來駁斥了
[4404.14-4406.14] 就是一方面它在手工
[4406.14-4408.14] 就是北京手工
[4408.14-4410.14] 第二點就是說它的
[4410.14-4413.14] 卡通經濟效應的這種的關係
[4413.14-4416.14] 所以它有把酸尿對象
[4416.14-4420.14] 去做減產跟平產的動作
[4420.14-4423.14] 其他的部分主力是應該是不多
[4423.14-4425.14] 那日本一些小的石化廠
[4425.14-4428.14] 其實在過去的就是
[4428.14-4431.14] 在前幾個多月其實就已經有做這些動作
[4431.14-4432.14] 那最近我們也沒有聽到說
[4432.14-4436.14] 它在音樂廠有要做
[4436.14-4438.14] 就是關門或者是
[4438.14-4440.14] 這個動作
[4440.14-4442.14] 好那因為時間的因素
[4442.14-4443.14] 我們先
[4443.14-4446.14] 我們在回復現實上
[4446.14-4448.14] 因為從先進的提問
[4448.14-4450.14] 那想請教經營團隊
[4450.14-4452.14] 台亞距4月是否有
[4452.14-4454.14] 配合台電停車計劃規劃
[4454.14-4455.14] 謝謝
[4458.14-4460.14] 亞軍這邊它因為有
[4460.14-4462.14] 配合台電停車的
[4462.14-4464.14] 這個情況
[4464.14-4466.14] 所以4月份的公開
[4466.14-4468.14] 亞軍這邊會有
[4468.14-4470.14] 四條線也會有溫泉停車
[4470.14-4472.14] 大概一個禮拜多一點
[4472.14-4474.14] 大概一禮拜的時間是有用的停車
[4474.14-4475.14] 那台軍的公開公開公開的時間是有用的停車
[4476.14-4478.14] 那這樣實是沒有
[4478.14-4479.14] 因為它從前
[4479.14-4481.14] 好像是沒有
