[0.00-1.40] 各位來賓大家好
[3028.32-3031.32] 那今年的話我們在茶飲這邊
[3031.32-3034.32] 是就是有一些怎麼樣的策略
[3034.32-3037.32] 然後怎麼樣去把握這個投入的力度
[3037.32-3039.32] 包括就是資源分配上
[3039.32-3044.32] 可能在有糖茶和無糖茶之間怎麼樣平衡
[3044.32-3048.32] 對那個管理層給我們解答一下 謝謝
[3048.32-3051.32] 今年中國大陸開始
[3051.32-3053.32] 可能從去年兩年前就開始
[3053.32-3055.32] 所謂流行所謂的無糖茶
[3055.32-3059.32] 其實無糖茶在茶的工藝裡面是非常
[3059.32-3061.32] 非常挑戰的一個部分
[3061.32-3066.32] 因為加了糖會分散你的注意力
[3066.32-3069.32] 你會被甜的感覺去引火
[3069.32-3073.32] 就像做雞湯一樣
[3073.32-3077.32] 好的雞湯是看不到一點雞肉的
[3077.32-3079.32] 這個才是非常困難
[3079.32-3082.32] 所以無糖茶其實沒有大家想的那麼簡單
[3082.32-3084.32] 那我們還是覺得
[3084.32-3089.32] 產品才是所有營銷活動裡面的真正主角
[3089.32-3090.32] 所有的推廣活動
[3090.32-3091.32] 所有的推廣活動
[3091.32-3093.32] 所有的一些刺激
[3093.32-3096.32] 它都必須要經過時間的考驗
[3096.32-3100.32] 那最後還能夠真正存在的就是一個口碑
[3100.32-3103.32] 那口碑的話就是有你的產品力來講
[3103.32-3106.32] 所以同樣一排無糖茶擺在一起
[3106.32-3107.32] 你要慢慢地喝
[3107.32-3109.32] 還是可以喝出來一些味道
[3109.32-3113.32] 但是這些味道裡面後面可能對於研發的能力來講
[3113.32-3115.32] 它可能要花好幾年的時間
[3115.32-3118.32] 才能做有點小小的突破
[3118.32-3120.32] 這種情況特別是在電商的業務上
[3120.32-3122.32] 電商的業務上會特別明顯
[3122.32-3126.32] 因為電商它是無接觸的一個銷售行為
[3126.32-3129.32] 所以電商的產品要能夠持久
[3129.32-3131.32] 到最後一定就是要靠口碑
[3131.32-3133.32] 還有消費者的體驗
[3133.32-3135.32] 它不像我們到實體通路上
[3135.32-3139.32] 有時候旁邊的小姐來給你刺激一下
[3139.32-3140.32] 送你一個娃娃頭
[3140.32-3143.32] 你就不小心就買了一個你可能不想要的東西
[3143.32-3145.32] 電商不會有這個東西
[3145.32-3147.32] 電商還有退貨的機制
[3147.32-3149.32] 所以你的商品力在長期
[3149.32-3151.32] 如果經不起考驗的話
[3151.32-3153.32] 你是沒辦法生存的
[3153.32-3155.32] 所以在這種情況下來講的話
[3155.32-3157.32] 只有不斷地在產品研發上面
[3157.32-3160.32] 不斷地努力努力繼續再努力這樣子
[3160.32-3162.32] 所以您剛剛提到說
[3162.32-3165.32] 這兩年我們在茶的上面來講
[3165.32-3166.32] 有一些成績
[3166.32-3169.32] 就是說我們集團在茶飲料上面來講
[3169.32-3172.32] 本身的基礎就不錯
[3172.32-3175.32] 所以在這些發展上面來講的話
[3175.32-3178.32] 我們就可以有相當好的一個條件
[3178.32-3180.32] 但是這也不能自滿
[3180.32-3186.32] 還是有很多的地方需要去努力
[3186.32-3190.32] 怎麼樣讓無糖的茶喝起來更順口
[3190.32-3191.32] 更重要的是
[3191.32-3193.32] 擺了一段時間以後
[3193.32-3194.32] 還可以同樣的順口
[3194.32-3198.32] 這個東西就非常非常大的一個挑戰
[3198.32-3200.32] 我們還在不斷地努力中
[3200.32-3201.32] 好 謝謝
[3201.32-3203.32] 請問線上主持人
[3203.32-3206.32] 線上是否還有需要提問的投資先進
[3206.32-3207.32] 是的
[3207.32-3208.32] 是的
[3208.32-3211.32] 我們有下一位海通張怡萱請提問
[3215.32-3216.32] 羅董事長好
[3216.32-3217.32] 管理長好
[3217.32-3220.32] 我是海通證券的分析師張怡萱
[3220.32-3222.32] 也是很高興有這樣的一個提問機會
[3222.32-3224.32] 然後還是主要想問幾個
[3224.32-3227.32] 關於咱們中控這邊飲料業務相關問題
[3227.32-3231.32] 也是非常想聽聽董事長的一個智慧和見解的一個分享
[3231.32-3235.32] 然後第一個問題就是還是在於
[3235.32-3236.32] 就是這幾年而已
[3236.32-3237.32] 也遇到茶飲料這一塊
[3237.32-3240.32] 過去幾年其實大陸的無糖茶
[3240.32-3241.32] 確實也是發展很快
[3241.32-3244.32] 像去年董事長也是提到這個千分大禮
[3244.32-3248.32] 然後我們中控這邊去年也是奮起之追
[3248.32-3250.32] 也是取得了比較好的一個成果
[3250.32-3252.32] 包括今年整個25年
[3252.32-3255.32] 其實無糖茶產品線也是有一些擴容
[3255.32-3259.32] 然後一方面確實我們統一中控在綠茶品類
[3259.32-3261.32] 其實還是有一個很強的品牌認知
[3261.32-3264.32] 然後另外一方面看到整個大陸現在
[3264.32-3266.32] 無糖茶還是非常的一個內捲的一個產品
[3266.32-3267.32] 就是這個開始
[3267.32-3268.32] 就想請教一下董事長
[3268.32-3271.32] 我們去年其實賣出了無糖茶的一大部分
[3271.32-3275.32] 那麼今年和明年我們這個無糖茶是希望怎麼走這個步伐
[3275.32-3278.32] 是希望比較平穩還是小步快跑
[3278.32-3280.32] 還是希望可以比如說大幅流行
[3280.32-3282.32] 然後剛剛其實董事長也提到
[3282.32-3285.32] 這個無糖茶是一個很拼內功的一個產品
[3285.32-3288.32] 就是能不能請董事長也介紹分享一下
[3288.32-3292.32] 就是這幾年我們在無糖茶的內功這塊有哪些進步
[3292.32-3293.32] 對這是第一個問題
[3293.32-3294.32] 要麼是要麼現今的這個產品是有什麼進步的
[3294.32-3295.32] 對這是第一個問題
[3295.32-3297.32] 就是要麼現今董事長介紹一下
[3297.32-3299.32] 然後我後面幾個問題再提出來
[3299.32-3301.32] 好我先回答您剛剛那個問題
[3301.32-3303.32] 就是關於茶飲料來講
[3303.32-3305.32] 現在茶飲料真的是
[3305.32-3309.32] 大概是雷陣雨下的是輕盆大雨一樣
[3309.32-3312.32] 所以這個東西我記得以前也跟您報告過
[3312.32-3316.32] 其實無糖茶在整個市場來講
[3316.32-3319.32] 是我們第一個推出的
[3319.32-3321.32] 我們在2006年就推出了
[3321.32-3324.32] 但問題是市場太寂寞
[3324.32-3326.32] 人也變得很寂寞
[3326.32-3328.32] 所以就沒做下去
[3328.32-3330.32] 一直到去年突然發現天在下大雨的時候
[3330.32-3332.32] 我們身上是乾的
[3332.32-3333.32] 很可惜
[3333.32-3334.32] 所以不是我們的產品有問題
[3334.32-3336.32] 是我們自己的修養出了問題
[3336.32-3338.32] 那這個部分來講的話就是
[3338.32-3339.32] 我剛剛講的
[3339.32-3342.32] 在中國大陸的市場裡面
[3342.32-3344.32] 這麼大的一個市場裡面
[3344.32-3349.32] 恆心跟耐力是一個很重要的一個元素
[3349.32-3351.32] 那這兩個跟專業都沒有關係
[3351.32-3353.32] 這個是個人修為的問題
[3353.32-3355.32] 那這種情況下來講的話
[3355.32-3358.32] 我們在茶飲料上面來講
[3358.32-3362.32] 我們在臺灣的根基本來就有相當的根基
[3362.32-3365.32] 所以現在永遠也不嫌晚
[3365.32-3367.32] 現在在努力的去追趕中
[3367.32-3369.32] 當然在無糖茶裡面
[3369.32-3371.32] 就像我剛剛所報告的一樣
[3371.32-3373.32] 在工藝上面來講
[3373.32-3375.32] 以前我們可以用調味
[3375.32-3377.32] 或者用糖
[3377.32-3381.32] 去掩蓋一些我們技術上不足的地方
[3381.32-3382.32] 現在是
[3382.32-3384.32] 真金白銀
[3384.32-3385.32] 就什麼都沒有了
[3385.32-3386.32] 就像不化妝一樣
[3386.32-3387.32] 素顏
[3387.32-3388.32] 那很可怕
[3388.32-3390.32] 那就是真的要很好
[3390.32-3391.32] 要天生立直
[3391.32-3395.32] 那這個就真的需要好好的去練功
[3395.32-3396.32] 那這個部分來講的話
[3396.32-3398.32] 我們有相當的優勢
[3398.32-3401.32] 但是我們也發現不足的地方也有很多
[3401.32-3404.32] 所以這個部分我們還是繼續的會去發展
[3404.32-3407.32] 那你剛剛講這些形容詞
[3407.32-3409.32] 我不太清楚
[3409.32-3411.32] 因為每一個人的標準不得一樣
[3411.32-3412.32] 對我來說
[3412.32-3415.32] 我們來講就是穩定這兩個字
[3415.32-3417.32] 那有人把穩定變成小小碎步
[3417.32-3419.32] 有的人是積極前進
[3419.32-3421.32] 有的人是徐步向前
[3421.32-3424.32] 那我不曉得您的期望值是怎樣
[3424.32-3428.32] 那還是回到我剛剛的一個總結
[3428.32-3430.32] 就是我希望我們的組織
[3430.32-3436.32] 每一年大概可以保持6到8%的一個一個
[3436.32-3438.32] 過去可能會說12%
[3438.32-3441.32] 但我現在覺得整個大環境下12%
[3441.32-3444.32] 可能也太積極了一點
[3444.32-3446.32] 也許不需要這樣子
[3446.32-3448.32] 我們調整到6到8%
[3448.32-3449.32] 這很穩健
[3449.32-3450.32] 那超過8%呢
[3450.32-3452.32] 如果是真的很健康的
[3452.32-3454.32] 那我們就來專案處理
[3454.32-3455.32] 那正常情況下
[3455.32-3459.32] 我們就把它維持在這個很穩健的一個進步
[3459.32-3462.32] 因為我們的分母會越來越大
[3462.32-3465.32] 假設我們很穩健的成長的話
[3465.32-3470.32] 哪怕5%一年所能夠創造的絕對值也是相當可觀的
[3470.32-3472.32] 但更重要的是
[3472.32-3475.32] 你所創造出來的增加的這個分母
[3475.32-3479.32] 它是不是好的品質
[3479.32-3481.32] 這個是比較重要
[3481.32-3483.32] 所以這個是我們所努力的
[3483.32-3489.32] 我不知道這個穩定的定義是不是符合您的期待
[3489.32-3490.32] 好 謝謝
[3490.32-3493.32] 好的 謝謝羅董事長
[3493.32-3494.32] 非常清楚
[3494.32-3497.32] 對 然後我還有兩個問題再提一下
[3497.32-3499.32] 就是除了無糖炒之外
[3499.32-3503.32] 自己也是看到大陸市場這個植物茶飲料
[3503.32-3504.32] 似乎在加速
[3504.32-3507.32] 包括像大麥茶 養生茶這些的
[3507.32-3510.32] 包括各種的這種100%的純果汁
[3510.32-3512.32] 市場的聲浪也在放大
[3512.32-3517.32] 然後咱們統一中共一直也是有這個100%NFC的果汁
[3517.32-3521.32] 然後我們集團體系上也是有這個雄金養生茶
[3521.32-3526.32] 我不知道就是董事長怎麼看這個植物機這塊的一個飲料的發展
[3526.32-3529.32] 然後包括我們中共未來會不會發展
[3529.32-3531.32] 或者引入養生茶這個產品
[3531.32-3534.32] 對 然後另外一個就是順便也接著問了
[3534.32-3540.32] 就是這幾年過去大家似乎很擔心這個無糖會分流掉這個有糖飲料的一個增長
[3540.32-3544.32] 但是從過去兩年看起來似乎並不是這樣的
[3544.32-3547.32] 包括我們自己的有糖茶飲料也是增長很快
[3547.32-3552.32] 然後包括看到去年下半年其實這個可樂 碳酸也在復甦
[3552.32-3558.32] 所以說也想聽聽就是董事長對於就是我們未來有糖飲料的這樣一個看法
[3558.32-3564.32] 包括未來我們有糖飲料進一步繼續保持一個比較好的一個空間在哪方面
[3564.32-3565.32] 謝謝董事長
[3565.32-3568.32] 好 你剛剛我先回答你關於有糖跟無糖
[3568.32-3572.32] 我覺得這個基本上來講它是青菜蘿蔔各取所好
[3572.32-3575.32] 所以現在雖然市場上很流行無糖茶
[3575.32-3584.32] 但是我們去觀察一下整個糖的用量其實這不只是某一個市場是全世界
[3584.32-3587.32] 現在大家都在談什麼養生健康什麼東西
[3587.32-3588.32] 但是大家也知道這個有糖的用量其實不只是某一個市場是全世界現在大家都在談什麼養生健康什麼東西
[3588.32-3592.32] 現在會不會很好奇全世界糖的用量還在不斷的在增加
[3592.32-3594.32] 那請問到哪裡去了
[3594.32-3601.32] 所以這個東西就是常常我們一個盲點就是當我們發現一件事情的時候
[3601.32-3604.32] 我們會把其他存在的事情都暫時抹殺掉
[3604.32-3608.32] 所以我個人的認為是各有賽道
[3608.32-3610.32] 它中間可能會有一些取代性
[3610.32-3614.32] 但是至少到目前看起來它並沒有衝突性
[3614.32-3617.32] 它還是會各自的去增長
[3617.32-3621.32] 所以我也看到很多業界開始有點走火入魔
[3621.32-3625.32] 甚至有看到巧克力公司也要做無糖的
[3625.32-3628.32] 我不知道冰淇淋也要做無糖的
[3628.32-3629.32] 你就不要吃就好啦
[3629.32-3631.32] 幹嘛把自己搞得那麼痛苦呢
[3631.32-3633.32] 就很奇怪
[3633.32-3638.32] 所以我覺得這個東西還是有一個所謂口腹之慾
[3638.32-3642.32] 你今天有糖你也不能把它弄得太甜膩不好喝
[3642.32-3645.32] 你今天無糖有無糖的滋味
[3645.32-3646.32] 你也不能因為它沒有了糖變得不好喝了
[3646.32-3652.32] 放到嘴巴裡面好吃好喝還是一個最重要的元素
[3652.32-3657.32] 因為你不會虐待你自己把一個不好吃不好喝的東西灌到你身體裡面
[3657.32-3659.32] 沒有這種道理
[3659.32-3664.32] 所以這個部分來講的話我覺得是應該是可以併進的
[3664.32-3666.32] 那您剛提到一些養生飲料
[3666.32-3668.32] 您剛的問題其實有點矛盾
[3668.32-3672.32] 您問我說統一會不會去發展這個產品
[3672.32-3674.32] 但是您剛後面有講說統一已經有了這個產品
[3674.32-3675.32] 所以這個問題是有問題嗎
[3676.32-3678.32] 這個問題好像已經不存在
[3678.32-3682.32] 但在資源配置上面來講
[3682.32-3686.32] 我只能講說這個產品我們有
[3686.32-3690.32] 但是現階段我們不會花太多的時間去
[3690.32-3695.32] 我們會讓它很正常的去運作去成長
[3695.32-3700.32] 那比方說韓國雄金的一些產品在這方面來講也很有特色
[3700.32-3703.32] 所以不管在臺灣也好在中國大陸市場也好
[3703.32-3705.32] 甚至在東南亞市場也好
[3706.32-3708.32] 我們會有一個陸陸續續的引進
[3708.32-3710.32] 但是我們不期望它會有很快速的一個增長
[3710.32-3712.32] 因為它是屬於一個特定的族群
[3712.32-3716.32] 那我們現在還是會放在一個大品類上面
[3716.32-3719.32] 因為這是一個很簡單的算數問題
[3719.32-3722.32] 在一個一年有好幾百億的品類裡面
[3722.32-3724.32] 這個是不需要去教育的
[3724.32-3727.32] 已經是現在存在的市場裡面
[3727.32-3731.32] 如果你努力一點你可以從市場分實一點
[3731.32-3734.32] 哪怕是一個百分比 兩個百分比
[3734.32-3736.32] 那出來的絕對值可能要
[3736.32-3739.32] 去比你現階段去教育消費者
[3739.32-3741.32] 這所謂的養生產品
[3741.32-3744.32] 我覺得比較務實一點
[3744.32-3748.32] 因為這些東西假設如果時間可以流長得久
[3748.32-3752.32] 你永遠不會有所謂比較慢到的這個東西
[3752.32-3755.32] 到最後還是品牌你的組織能力
[3755.32-3757.32] 可以彌補你的時間上的這個缺點
[3757.32-3759.32] 所以對於我們公司來講的話
[3759.32-3762.32] 我們現在還是希望在茶上面來講
[3762.32-3765.32] 綠茶我們已經取得了非常好的成果了
[3766.32-3768.32] 我們已經取得了非常好的一個市場地位
[3768.32-3772.32] 紅茶我們充滿了潛力無限的這個機會
[3772.32-3774.32] 花茶我們也有產品
[3774.32-3776.32] 烏龍茶我們也開始在佈局
[3776.32-3778.32] 奶茶那更不要講
[3778.32-3782.32] 現在是市場上的一個非常絕對的一個壟斷地位
[3782.32-3784.32] 所以基本上來講的話
[3784.32-3786.32] 我們各式的茶品都有
[3786.32-3790.32] 但是在資源配置還有公司的優先順序上面來講的話
[3790.32-3792.32] 我們還是有自己的一個節奏
[3792.32-3794.32] 好 謝謝
[3794.32-3796.32] 好的 如果線上還有提問的人
[3796.32-3798.32] 可以讓線上主持人接入
[3798.32-3802.32] 沒問題 我們線上還有Gomen Sex 鍾宏達
[3802.32-3804.32] 請提問
[3804.32-3806.32] 喂 可以聽見嗎
[3806.32-3808.32] 可以
[3808.32-3810.32] 感謝管理層給我提問機會
[3810.32-3812.32] 我有兩個也是關於中控的問題
[3812.32-3814.32] 第一個首先是剛剛管理層也提到說
[3814.32-3816.32] 這個市場其實非常大
[3816.32-3818.32] 我們想堅持走自己的路
[3818.32-3820.32] 也希望管理層可以更多的分享一下
[3820.32-3822.32] 如果說從長期的這個空間去看
[3822.32-3824.32] 我們現在應該是在哪些方面是多費一些功夫
[3824.32-3826.32] 或者說哪些空間可以再去多努力
[3826.32-3828.32] 可能才能去保持
[3828.32-3830.32] 盡量在這個避免一些競爭的情況下
[3830.32-3832.32] 獲取這個麵和飲料的市場份額
[3832.32-3834.32] 第二個問題是
[3834.32-3836.32] 因為其實看到現在有這個限制茶飲的門店
[3836.32-3838.32] 也是推出了非常多的這個品類
[3838.32-3840.32] 以及更低價格帶的產品
[3840.32-3842.32] 我想理解一下
[3842.32-3844.32] 因為從消費者飲用量的角度
[3844.32-3846.32] 也是我們飲料行業飲料領域的這個潛在的競爭者
[3846.32-3848.32] 我們如何去思考說
[3848.32-3850.32] 這個RTD飲料的板塊
[3850.32-3852.32] 現在這個行業階段以及說未來成長的確定性
[3852.32-3854.32] 謝謝
[3854.32-3856.32] 好 您剛的那個提問來講
[3856.32-3858.32] 就是關於我們的成長空間
[3858.32-3860.32] 成長空間部分來講
[3860.32-3862.32] 我還是回到一個個人修養的問題
[3862.32-3864.32] 就是
[3864.32-3866.32] 你如果每天只去關心消費者的話
[3866.32-3868.32] 你會發現很多事情你還沒有做好
[3868.32-3870.32] 但是實際的情況來講的話
[3870.32-3872.32] 我們通常會花比較多的時間
[3872.32-3874.32] 去關心別人今天穿什麼衣服
[3874.32-3876.32] 做什麼髮型
[3876.32-3878.32] 所以精神上的問題
[3878.32-3880.32] 就是我們要去關心
[3880.32-3882.32] 我們要去關心
[3882.32-3884.32] 所以精神上就失去了
[3884.32-3886.32] 所以其實決定我們命運的人
[3886.32-3888.32] 不是我們的同業 是消費者
[3888.32-3890.32] 消費者每天在面臨
[3890.32-3892.32] 無限的一個選擇
[3892.32-3894.32] 所以我們應該是多花點時間去
[3894.32-3896.32] 想想消費者
[3896.32-3898.32] 到底真正需要什麼東西
[3898.32-3900.32] 特別是在他們
[3900.32-3902.32] 現在眼前有那麼多的一個選擇的時候
[3902.32-3904.32] 他為什麼要選擇你
[3904.32-3906.32] 這是一個非常有趣的一個
[3906.32-3908.32] 大哉問
[3908.32-3910.32] 我覺得我們很努力的在做這一點
[3910.32-3912.32] 那在這個市場裡面
[3912.32-3914.32] 我們看到非常一個有趣的現象
[3914.32-3916.32] 就是
[3918.32-3920.32] 沒有最低價
[3920.32-3922.32] 只有更低價
[3922.32-3924.32] 那容量呢
[3924.32-3926.32] 沒有最大量 只有更大量
[3926.32-3928.32] 所以大家
[3928.32-3930.32] 從一個商業的邏輯來看
[3930.32-3932.32] 東西是越賣越大
[3932.32-3934.32] 越賣越多
[3934.32-3936.32] 價錢是越賣越低
[3936.32-3938.32] 這個怎麼能夠持續呢
[3938.32-3940.32] 但是業界的現象
[3940.32-3942.32] 大概就是這樣
[3942.32-3944.32] 所以我們的思考是
[3944.32-3946.32] 在不同的場景裡面
[3946.32-3948.32] 消費者對於某一個
[3948.32-3950.32] 實用的最適合量
[3950.32-3952.32] 是多少
[3952.32-3954.32] 我們去想這個問題
[3954.32-3956.32] 所以同樣即使是綠茶
[3956.32-3958.32] 我的同仁告訴我
[3958.32-3960.32] 現在中國很流行
[3960.32-3962.32] 喝一公升的
[3962.32-3964.32] 這個飲料
[3964.32-3966.32] 我剛開始是反對的
[3966.32-3968.32] 因為
[3968.32-3970.32] 我們醫生
[3970.32-3972.32] 醫生的心態
[3972.32-3974.32] 醫生也建議我們一天喝一千五百cc
[3974.32-3976.32] 我一個茶
[3976.32-3978.32] 我就喝掉三分之二
[3978.32-3980.32] 那我還要喝些他什麼東西
[3980.32-3982.32] 但是
[3982.32-3984.32] 後來我們發現
[3984.32-3986.32] 我們也有迷思
[3986.32-3988.32] 我們跑到外面去看到外賣小哥
[3988.32-3990.32] 他這個容量
[3990.32-3992.32] 就有他的價值性
[3992.32-3994.32] 所以後來我們就同意
[3994.32-3996.32] 去做這個東西
[3996.32-3998.32] 所以這個是我要談的就是說
[3998.32-4000.32] 在這個定位上面來講
[4000.32-4002.32] 要很清楚 就是不同的
[4002.32-4004.32] 不同的商品
[4004.32-4006.32] 不同的心情
[4006.32-4008.32] 同樣的商品
[4008.32-4010.32] 他可能會有不同的一個表現方式
[4010.32-4012.32] 這個其實是對我們做營銷的人
[4012.32-4014.32] 最挑戰的一個地方
[4014.32-4016.32] 所以有的時候
[4016.32-4018.32] 並不是說商品本身出了問題
[4018.32-4020.32] 而是商品
[4020.32-4022.32] 跑錯了地方
[4022.32-4024.32] 跑錯了時間
[4024.32-4026.32] 他就沒有辦法表現
[4026.32-4028.32] 那這個部分其實是我們最
[4028.32-4030.32] 需要最努力去把它定位清楚的地方
[4030.32-4032.32] 那如果定位清楚的話
[4032.32-4034.32] 那我前面所講的很多的廢動作
[4034.32-4036.32] 它就自然的可以
[4036.32-4038.32] 不存在
[4038.32-4040.32] 那也就會有一個適當的報酬
[4040.32-4042.32] 好 謝謝
[4042.32-4044.32] 好的 那我這邊從電子提問單系統
[4044.32-4046.32] 也看到了一些提問
[4046.32-4048.32] 其中有一位投資先進
[4048.32-4050.32] 請教 統一時今年的
[4050.32-4052.32] 營運恢復成長
[4052.32-4054.32] 其中馬口碟的部門每年的一個
[4054.32-4056.32] 波動比較大
[4056.32-4058.32] 請問公司有沒有任何的一個
[4058.32-4060.32] 應對策略來調整這樣的營運結構
[4060.32-4062.32] 那以及配合就是中共
[4062.32-4064.32] 飲料市場的持續成長
[4064.32-4066.32] 那統一時這邊是不是也會一樣
[4066.32-4068.32] 繼續穩定擴展成長
[4068.32-4070.32] 以及這個成長是要以什麼樣的
[4070.32-4072.32] 速度較為合理
[4072.32-4074.32] 這個部分 兩個部分
[4074.32-4076.32] 我們統一時也有兩個業務
[4076.32-4078.32] 一個是鐵部門
[4078.32-4080.32] 一個是飲料部門
[4080.32-4082.32] 飲料的部門來講的話
[4082.32-4084.32] 這位投資先進問得非常好
[4084.32-4086.32] 我們現在也
[4086.32-4088.32] 在思考這個問題
[4088.32-4090.32] 我們要成長到
[4090.32-4092.32] 什麼地方成長到什麼時候
[4092.32-4094.32] 因為以歷史的軌跡來講的話
[4094.32-4096.32] 我們現在每一年都還是
[4096.32-4098.32] 保持在高速的成長
[4098.32-4100.32] 但是這對我們的資源配置
[4100.32-4102.32] 以及未來市場
[4102.32-4104.32] 到底是對還是不對
[4104.32-4106.32] 這我們有很多路徑在思考
[4106.32-4108.32] 但是有一點可以確定的是
[4108.32-4110.32] 越來越好這是一點懸念都沒有的
[4110.32-4112.32] 但是我們要好到什麼程度
[4112.32-4114.32] 這個我們恐怕
[4114.32-4116.32] 自己本身要拿捏一下
[4116.32-4118.32] 因為天下沒有絕對
[4118.32-4120.32] 永遠好的事情
[4120.32-4122.32] 還是要居安思危一下
[4122.32-4124.32] 那鐵的部分呢
[4124.32-4126.32] 這幾年我們也體驗到
[4126.32-4128.32] 鐵的部分完全
[4128.32-4130.32] 不是我們能夠掌控的
[4130.32-4132.32] 因為我們鐵的部分
[4132.32-4134.32] 基本上來講它是一種原料
[4134.32-4136.32] 它跟著全世界的行情
[4136.32-4138.32] 去走
[4138.32-4140.32] 所以我們很多投資人根本看不懂
[4140.32-4142.32] 跑來問我們
[4142.32-4144.32] 我們也解釋不清
[4144.32-4146.32] 很難解釋說為什麼同樣一塊鐵
[4146.32-4148.32] 去年賣十塊錢
[4148.32-4150.32] 今年可以賣二十塊錢
[4150.32-4152.32] 然後明年只剩下兩塊錢
[4152.32-4154.32] 我們沒有辦法解釋
[4154.32-4156.32] 這是全世界供需的一個問題
[4156.32-4158.32] 所以現在經營團隊非常努力
[4158.32-4160.32] 想辦法把這個鐵的這個結構
[4160.32-4162.32] 來做一個調整
[4162.32-4164.32] 所以公司最近
[4164.32-4166.32] 又開始在一些附加價值
[4166.32-4168.32] 比較高的這個鐵的部分
[4168.32-4170.32] 來開始能夠把這種
[4170.32-4172.32] 純原物料的商品
[4172.32-4174.32] 更為精緻化一點
[4174.32-4176.32] 這樣的話
[4176.32-4178.32] 讓我們的掌控度
[4178.32-4180.32] 可以變得更高一點
[4180.32-4182.32] 當然這需要時間
[4182.32-4184.32] 但是我們飲料的部門
[4184.32-4186.32] 可以提供必要的能量
[4186.32-4188.32] 來幫助我們鐵的部門
[4188.32-4190.32] 有足夠的時間和空間
[4190.32-4192.32] 來做這種必要的調整
[4192.32-4194.32] 好 謝謝
[4194.32-4196.32] 那這邊還有一個提問是有關於熊津
[4196.32-4198.32] 今年熊津於韓國
[4198.32-4200.32] 興建物流中心及收購水廠
[4200.32-4202.32] 那物流中心
[4202.32-4204.32] 目前的進度如何
[4204.32-4206.32] 以及預期未來可以帶來多少的效益
[4206.32-4208.32] 水廠預計每一年
[4208.32-4210.32] 可貢獻熊津的效益多少
[4210.32-4212.32] 以及這個水廠的產品
[4212.32-4214.32] 是否可以
[4214.32-4216.32] 是否僅供韓國使用
[4216.32-4218.32] 近期有陸續看到熊津產品
[4218.32-4220.32] 在臺灣以及統一中共銷售
[4220.32-4222.32] 集團未來是不是會透過熊津
[4222.32-4224.32] 來驅動養生飲料的一個引擎
[4226.32-4228.32] 我們那個物流中心
[4228.32-4230.32] 不好意思我以為大家都已經知道
[4230.32-4232.32] 我們在營運了
[4232.32-4234.32] 所以這個現在是在問我
[4234.32-4236.32] 什麼時候開始營運
[4236.32-4238.32] 已經開始正式在營運了
[4238.32-4240.32] 今年十月份的時候
[4240.32-4242.32] 我們已經開始正常在營運了
[4242.32-4244.32] 現在非常順暢
[4244.32-4246.32] 因為這是我們自己內部在做一個
[4246.32-4248.32] 就是本來
[4248.32-4250.32] 外包的業務現在變成我們自己
[4250.32-4252.32] 內部在做
[4252.32-4254.32] 所以一方面在費用效率上面
[4254.32-4256.32] 都很大的幫忙
[4256.32-4258.32] 那那個水廠的部分
[4258.32-4260.32] 我們現在整個水廠的使用
[4260.32-4262.32] 大概只有20%左右
[4262.32-4264.32] 但是我們
[4264.32-4266.32] 並不擔心這個部分
[4266.32-4268.32] 因為這個水廠有
[4268.32-4270.32] 相當的機緣
[4270.32-4272.32] 它是韓國
[4272.32-4274.32] 四大
[4274.32-4276.32] 政府認證
[4276.32-4278.32] 非常優質水源的
[4278.32-4280.32] 一個地方
[4280.32-4282.32] 所以我們現在很幸運的
[4282.32-4284.32] 在一個機緣情況下
[4284.32-4286.32] 買到的這個水源地
[4286.32-4288.32] 那我們現在也希望能夠
[4288.32-4290.32] 把它周邊的
[4290.32-4292.32] 這些土地也開始
[4292.32-4294.32] 慢慢的去做一個延伸
[4294.32-4296.32] 因為它的水源非常珍貴
[4296.32-4298.32] 那將來可以做很多很多的用途
[4298.32-4300.32] 那
[4300.32-4302.32] 水源的污染我們必須去做一個延伸
[4302.32-4304.32] 最好的辦法就是
[4304.32-4306.32] 把這個水廠附近
[4306.32-4308.32] 能夠淨空
[4308.32-4310.32] 所以我們陸陸續續在
[4310.32-4312.32] 做這件事情
[4312.32-4314.32] 那那個水廠現在我們看的它不是
[4314.32-4316.32] 一個單純的產能而已
[4316.32-4318.32] 我們是看重它這個
[4318.32-4320.32] 水源的價值
[4320.32-4322.32] 因為在未來的世界裡面
[4322.32-4324.32] 好的水源是非常非常
[4324.32-4326.32] 稀缺的
[4326.32-4328.32] 所以包含甚至將來我們在其他的市場裡面
[4328.32-4330.32] 我們也在規劃
[4330.32-4332.32] 利用那些好的水源
[4332.32-4334.32] 開始能夠做為一個供應的中心
[4334.32-4336.32] 好 謝謝
[4336.32-4338.32] 那我們回到現場
[4338.32-4340.32] 請問現場是不是有來賓需要提問
[4340.32-4342.32] 這裡
[4350.32-4352.32] 羅東好
[4352.32-4354.32] 這邊是梁振娟書語
[4354.32-4356.32] 那這邊有一個也是關於物流的
[4356.32-4358.32] 稍早我們有分享在熊丁這邊物流的
[4358.32-4360.32] 情況
[4360.32-4362.32] 可能去年我們都有跟投資人分享
[4362.32-4364.32] 整個集團的物流
[4364.32-4366.32] 園區的規劃
[4366.32-4368.32] 那也包含一些自動化倉儲的規劃
