[0.00-7.64] 各位投資先進
[3123.60-3124.64] 第一季就最低
[3124.88-3125.66] 然后
[3125.96-3129.28] 二三季就中就比较中没有没有这样的pattern
[3129.80-3133.64] 我了解所以一样是第四季最高可是未必第一季是最低
[3133.90-3135.68] 那我们大概可以
[3135.94-3137.22] 可以觉得说
[3137.48-3138.50] 第二季
[3138.76-3141.84] 没谁准问一下那第二季跟第一季的一个状况来看呢
[3143.12-3144.90] 因为第二季到现在只有
[3145.68-3149.00] 现在才五月初嘛所以我们其实只看了一个月
[3149.26-3150.54] 没有办法回答你
[3150.80-3153.10] 第二季的状况是怎么样因为我们就是
[3153.36-3154.88] 工程师也是很努力在
[3155.14-3155.92] 干案子啦
[3156.22-3156.98] 那案子
[3157.24-3159.28] 有做完我们就认定的收入
[3159.80-3161.08] 所以没有办法
[3161.34-3166.20] 因为我看我们家人呐人员的增加有比较有加速的感觉
[3166.72-3172.34] 那所以我才会思考说那是不是看起来来讲话其实go in for war来讲话其实状况是很不错的
[3173.12-3174.90] 就像你刚刚讲在手电单
[3175.42-3177.98] 刚刚前面有提到过我目前看到是不错
[3179.26-3180.02] 是正面的
[3180.28-3181.82] 所以在人力部署上
[3182.32-3185.92] 所以比较积极那今年年底的话大概会多少呢因为我看我们
[3186.22-3189.28] 才光一个季度就就跳去增加蛮多的人
[3189.54-3190.32] 那我们到
[3192.10-3194.16] 不好意思让别人新闻
[3194.66-3196.72] 但是就是我们努力
[3197.22-3197.74] 去年
[3199.02-3199.78] 好谢谢
[3200.56-3201.06] 谢谢
[3204.40-3206.44] 副总这边在
[3206.70-3209.52] 聊天室有文字的提问
[3210.02-3211.30] 再麻烦你
[3214.38-3215.40] 刚刚的问题吗
[3216.22-3218.00] 有机会双位数成长是哪几个行业
[3220.06-3221.84] 这个没办法回答
[3222.10-3223.64] 说哪个行业会
[3223.90-3225.44] 有双位数的成长
[3225.68-3226.46] 16%
[3229.02-3231.84] 这可能要问元大
[3232.08-3234.64] 要问元大出的报告他们预估我们
[3234.90-3236.70] 就是YY有16%
[3238.24-3243.60] 我们没有做这样的那个预测
[3244.88-3245.92] 我们希望成长
[3246.22-3247.76] 朝这个目标前进
[3248.26-3254.16] 我们努力中对只要不要那些外在因素不要把这个产业真的把它给
[3255.44-3258.00] 给打下来我们先看到是非常正面
[3259.78-3260.56] 税率
[3260.80-3261.84] 税率应该就是
[3262.34-3265.92] 汇率啊汇率对我们来讲我们主要是在台湾购买
[3266.44-3269.76] 非常非常非常非常少的交易是在
[3270.02-3272.08] 直接做美金国外交易所以这个
[3272.32-3275.66] 基本上对我们劳力影响影响很小
[3275.96-3278.52] 就看我们财报里面有一个信用风险
[3278.78-3281.84] 汇率风险分析他写说
[3282.10-3284.40] 如果美金跌幅
[3285.18-3288.50] 1%的话我们影响数大概80
[3289.02-3290.04] 80几万可以吧
[3290.30-3292.34] 所以其实是非常非常小
[3299.00-3300.80] 所得税率
[3301.04-3304.38] 所得税就是政府的那个
[3304.88-3305.66] 造成的
[3305.96-3310.06] 我们没有特别就是一样是
[3311.60-3312.10] 造个
[3316.96-3319.02] 营业费用
[3319.28-3321.58] 大宗是人力
[3321.84-3323.88] 就是大家的薪水
[3324.40-3325.16] 那
[3325.68-3327.72] 这个创业就是还蛮
[3328.24-3333.60] 严谨的我们是有在增加的但我们营收方面也是有在增加所以他其实是
[3334.12-3335.92] 是跟着营收的那个
[3336.22-3338.52] 成长幅度在增加的不会说
[3338.78-3344.16] 随便就给你增加很多的所以我觉得营业费用应该还是大概在
[3344.40-3345.44] 12%
[3345.68-3346.20] 左右吧
[3348.00-3351.32] AI相关营收今年也去年营收占
[3351.84-3355.92] 我们从来不会这很多的投资朋友来问过
[3356.18-3357.46] 小弟这样相关问题
[3357.72-3358.74] 其中一项是
[3359.00-3360.54] 你们在
[3360.80-3362.08] 咨询安全做了多少
[3362.58-3365.92] 或者AI做了多少其实我们没有办法我们没有做这样子的投资
[3366.22-3369.28] 为什么不做这样的统计我给各位报告一下
[3369.80-3372.88] 比如说一个AI的专业里面包含了软体的开发就是
[3373.38-3374.92] 那个专业服务
[3375.18-3376.72] 里面包含了一堆硬体
[3377.48-3379.02] 里面可能有储存设备
[3379.28-3382.34] 可能有那个GPU伺服器
[3382.60-3384.90] 等等可能有networking网路
[3385.16-3387.46] 这个交换设备的一些建构
[3387.98-3389.76] 那里面也包含了一些软体
[3390.28-3391.82] 结构上面的建构所以
[3392.08-3394.64] 有这么多个部分我们都是把它拆开来
[3394.88-3395.40] 各位
[3395.66-3396.68] 应该在前面都有看到
[3396.94-3398.98] 伺服器占多少什么东西占多少
[3399.24-3401.28] 所以并没有任何一个项目是说
[3401.54-3402.82] 我AI到底做多少
[3403.34-3406.66] 如果真的要去看只是说跟他相关的软体
[3406.92-3410.50] 可是他就不代表说我们真正做的AI的数字是多大
[3410.76-3411.78] 所以这是主要
[3412.04-3413.32] 我没有办法告诉你说到底
[3413.58-3415.88] AI相关的营收到底是
[3416.40-3417.42] 是一个什么样的专网
[3417.68-3418.44] 同理
[3418.96-3420.24] 资讯安全也是一样
[3420.74-3424.84] 比如说我要做一个SIEN就是类似大家可能听过叫SOC
[3425.40-3426.94] Security Operation Center
[3427.20-3429.50] 我里面会用到一个SIEN的平台
[3429.76-3431.80] 它是一个软体为主的平台
[3432.06-3434.62] 但是它后面要架构非常非常多的伺服器
[3435.12-3437.94] 还有包含非常非常大量的储存设备
[3438.46-3441.52] 那这个案子我们拿进敦洋里后我们又把它拆掉
[3441.78-3442.80] 这是储存设备
[3443.06-3443.84] 这个是主机
[3444.08-3444.86] 这个是什么
[3445.12-3448.18] 所以说针对整个Security来讲可能只有SIEN那个软体
[3448.70-3449.46] 它可能一个
[3449.72-3454.08] 5000万的案子里面可能它的软体跟PS只包含了1000万
[3454.32-3455.10] 剩下的
[3455.40-3457.44] 1000万都是跟基础建设有关的
[3457.70-3458.72] 所以这是为什么
[3458.98-3460.52] 我们没有办法告诉你说
[3460.78-3461.54] 它到底在哪里
[3462.82-3464.10] 希望这回答你的问题
[3469.48-3471.28] 抱歉我差两个问题就好
[3471.52-3472.04] 第二个问题是
[3472.30-3475.62] 教我们一下怎么算就从资产负债表上面能够看得到
[3475.88-3480.74] 去算那个我们所谓的就是在手订单的那边的和的交易价值这第一个问题
[3481.26-3484.58] 那第二个问题就是我们如果要看整个的这个
[3484.84-3485.36] 这个
[3485.40-3489.24] 这个这个这个brake down里头啊里头有一个就是
[3489.50-3493.84] 就是资商跟维修我可以请教一下资商维修这一块的margin
[3494.36-3500.76] 跟那个公司的平均的margin来讲话到底是什么样子的一个差异性
[3501.28-3502.04] 就这两个问题
[3502.30-3502.80] 谢谢
[3504.08-3507.42] 我先回答第二个资商跟维修当然是那个margin比较高的
[3507.68-3509.20] 它是比较偏专业服务
[3509.46-3510.24] 是人力
[3510.48-3511.00] 人力的部分
[3512.28-3513.30] 就是我的服务
[3513.82-3515.36] 但是它与insolation
[3515.66-3521.80] 不是很相关是让他为什么会有一些的就是会下来或者什么之类的假定说
[3522.06-3523.60] insolation base比较高
[3524.36-3525.12] 因为
[3525.38-3527.94] 这以前大概也蛮多投资朋友问过
[3528.20-3533.32] 所有的企业他不会一天到晚把他同样一批设备用的一辈子都不太换
[3534.08-3536.14] 他不太换的时候呢他就会做
[3536.40-3539.20] 服务假定没有的话就假定说
[3539.46-3545.36] 太换掉了那他没有再继续的跟我们合作的话就是会下降了OK
[3545.66-3550.78] 所以资商跟维修这部分的Gross Margin可以有个想法因为它占我们比重其实是高的
[3552.32-3554.62] 所以说它其实是
[3555.38-3556.16] 很高吗
[3557.18-3558.46] 没有办法回答
[3558.72-3565.12] 好不好意思那就麻烦教我们一下就是可不可以从资产负债表上是哪几个项目相加的话是等于那个
[3565.36-3566.90] 在手订单的交易价值
[3567.42-3571.76] 要看那个财报后面有一项叫做
[3572.80-3575.36] 财报有一个第14点细项的
[3575.66-3576.94] 他们有一个营业收入
[3577.20-3583.08] 营业收入后面的第3小项有一个叫分摊至尚未履行之旅约义务之交易价格
[3583.60-3584.36] 是看这边
[3584.62-3585.90] 财报后面的付诸
[3586.40-3588.46] OK好不好意思那我知道谢谢
[3589.74-3590.24] 谢谢
[3594.34-3594.86] 相识电脑
[3597.42-3598.44] 呃
[3598.96-3602.02] 我已经跟Nokia谈过
[3602.54-3604.08] 不下三次了
[3604.84-3605.36] 现在
[3605.66-3606.94] 我们在Quantum
[3607.20-3607.96] Computing
[3608.48-3609.50] 这一个领域
[3610.00-3611.54] 还没有正式
[3612.82-3613.84] Go live之前
[3614.10-3617.44] 我们现在谈的叫Quantum safe的一个框架
[3618.20-3620.00] 就是我要怎么去预防
[3620.50-3624.86] 当量子电脑这个算力出来的时候能够以极高
[3625.12-3626.90] 极快的速度去破解
[3627.16-3628.70] 所有你认为
[3628.96-3630.48] 很复杂的一个
[3630.74-3633.56] Contagraphy的一个架构就是我们讲的一些
[3635.10-3635.36] 这个叫
[3635.66-3636.16] 编码
[3636.42-3637.20] Encoding
[3637.70-3638.72] 这样子的技术
[3638.98-3640.78] 我们现在谈的叫Quantum safe
[3641.28-3643.34] 那这里面也是用Quantum的技术
[3643.84-3645.90] 还有一些架构上的技术
[3646.16-3646.66] 去
[3647.44-3648.96] 处理这样子的事情
[3649.22-3650.00] 最
[3650.50-3651.02] 最
[3651.28-3652.04] 先
[3652.30-3652.80] 早
[3653.06-3655.88] 就是早期会部署的应该会在我们的电信网路上
[3656.64-3659.72] 就是我们电信网路这个骨干交换设备上面
[3659.98-3661.76] 必须要先支援这个Quantum safe
[3662.02-3665.36] 这我们都已经有在跟电信公司在
[3665.66-3667.20] 在做一些
[3667.70-3668.98] 做一些assessment
[3669.24-3670.78] 看未来要怎么去架构
[3671.04-3674.88] 那目前就是说以Quantum computing要先做Quantum safe
[3677.44-3678.72] 大概是这个部分
[3680.50-3683.84] 其实Quantum physics如果在谈Quantum physics
[3684.08-3687.16] 基本上有一些玄学的概念如果大家有去看
[3687.42-3689.46] 跟Quantum physics相关的东西
[3689.72-3691.26] 就会觉得也蛮有趣的
[3691.52-3693.82] 如果各位不知道的话可以去
[3694.32-3695.10] 去找一下他叫
[3695.40-3696.16] 双Foam
[3696.42-3697.20] 测试
[3697.44-3700.26] 双Foam就是举世无双的双
[3700.52-3701.80] Foam就是Foam系的系
[3702.06-3704.36] 双Foam测试你可以看到
[3704.62-3707.18] 一些蛮有趣的outcome各式各样的测试
[3707.94-3709.74] 你可能会颠覆你对
[3710.00-3711.52] 对很多事情的看法
[3712.56-3713.84] 好再来
[3719.72-3721.00] 你是指他的那个
[3721.76-3723.30] 是指他的那个revenue吗
[3724.32-3725.36] 电脑设备储存
[3725.66-3726.16] 设备网路
[3726.42-3726.94] 不是有那个
[3729.24-3731.54] 不好意思那个富邦投信
[3731.80-3735.90] 您的意思是指说他的占比吗我们整个业绩的占比
[3737.18-3738.46] 是这个意思吗
[3738.96-3744.08] 我的意思是说请你可不可以给我们一点概念就是说
[3744.34-3750.48] 每一个因为我在猜每一个专案可能都会有电脑设备储存设备网路产品跟设备机工作这样子
[3750.74-3752.54] 可不可以给我们一点
[3752.80-3754.08] 概念说就是
[3754.32-3755.36] 每一个案件他
[3755.66-3757.20] 大概比重比方说会
[3757.70-3762.06] 各占多少我知道可能不是每个案件都一样了不过他会差很多吗还是说
[3762.32-3763.34] 可能会差
[3764.36-3765.38] 会差
[3766.16-3768.96] 而且像比如说像这个AI的专案
[3769.22-3772.80] 他可能要用的GPU算力是相较于是非常高的
[3774.08-3780.24] 那如果说我刚讲那个SIEM这样子的一个SOC这样子的专案他的储存设备是相当高的
[3782.02-3783.30] 那Networking都有
[3783.56-3784.32] 但是就可大可小
[3784.58-3785.36] 看你要用的网路
[3785.66-3786.94] 网路的架构也不一样
[3787.20-3789.50] 一个是高延迟可以接受一个是要
[3789.76-3792.06] 非常低延迟的都不一样
[3792.82-3794.36] 这还只是其中这两个例子
[3794.62-3795.12] 还有很多
[3796.92-3804.86] 那请问我们的电脑设备储存设备网路产品跟复刻机工作站他们的毛利率区间大概差不多吗
[3808.18-3808.70] 目前
[3809.20-3809.98] 我们有这个论点
[3815.92-3820.00] 就我知道我们可能储存设备的毛利相对是好一些
[3822.56-3823.34] 这是公布的吗
[3824.62-3825.90] 这没有公布
[3826.92-3829.74] 只能说咨询与维修是最高的啦
[3830.00-3831.78] 其他应该都是差不多
[3836.90-3837.42] 好谢谢
[3838.44-3838.96] 谢谢
[3845.40-3851.54] 副总我可以请问一下说像我们公司的收款跟付款都是
[3851.80-3852.56] 以
[3852.82-3855.38] 台币为主吗还是美金为主
[3857.68-3858.46] 主要是台币
[3860.00-3861.52] 非常非常非常少
[3862.80-3863.32] 少到
[3865.88-3866.64] 了解谢谢
[3867.16-3867.68] OK
[3872.28-3874.58] 那请问线上的投资人
[3874.84-3875.36] 还有没有请问的
[3875.60-3877.44] 其他的问题要提出来
[3891.78-3893.32] 没关系如果现在没想到
[3893.58-3895.36] 如果有想到可以再来电
[3895.62-3897.42] 那我们的资料都是公开的
[3897.68-3901.00] 都可以上公开观测站去下载来看
[3901.52-3903.30] 那如果有什么问题我们可以
[3903.56-3905.36] 协助或服务的话就给我们个电话
[3905.60-3906.16] 谢谢
[3906.42-3906.94] 好
[3907.20-3907.70] 好
[3907.96-3911.54] 那今天的法说会就到这边结束
[3911.80-3913.60] 非常谢谢黄副总跟于副理
[3913.84-3915.64] 也谢谢所有投资人的参与
[3915.90-3917.18] 祝大家投资顺利
[3917.44-3918.96] 谢谢拜拜
[3919.22-3920.00] 谢谢拜拜
[3920.24-3921.52] 谢谢拜拜
